"","applicants","sale_price","num_units","year_sold","month_sold","overall_qual","total_sq_feet","gr_liv_area","tot_bathrooms","lot_area","exter_qual","full_bath","central_air","garage_type_attchd","garage_type_basment","garage_type_builtIn","garage_type_detchd","garage_type_no_garage","NeighborhoodBrDale","neighborhood_brk_side","neighborhood_clear_cr","neighborhood_collg_cr","neighborhood_crawfor","neighborhood_edwards","neighborhood_gilbert","neighborhood_idottrr","neighborhood_meadowv","neighborhood_mitchel","neighborhood_n_ames","neighborhood_n_ridge","neighborhood_n_ridge_hghts","neighborhood_n_w_ames","neighborhood_old_town","neighborhood_sawyer","neighborhood_sawyer_w","neighborhood_somerst","neighborhood_stone_br","neighborhood_swisu","neighborhood_timber","neighborhood_veenker","neighborhood_sale_price"
"1102",2.33333333333333,163899.999999996,3,2007,7,7,3074.66615048657,2563.75497929342,3,4049.52556054892,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"1103",1.5,115000.000000002,2,2009,11,4,3194.19184707409,1963.2063120011,1,4313.38721102841,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1104",0.75,259000.000000007,4,2007,11,7,3870.02490131359,2613.04807180977,4,4970.89524705171,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"1105",2,215000,2,2007,7,7,3730.67009853724,2995.30853236312,3,4554.88932041331,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"1106",1.33333333333333,139999.999999994,3,2007,8,5,3079.82778074935,1853.25249509736,3,3583.1593264897,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"1107",4,135000.000000004,1,2009,12,4,3892.46626730642,3012.58129979873,4,3741.71611444055,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.432835822
"1108",0.6,93500.0000000021,5,2007,9,5,3143.81408575172,1914.77078517042,1,4365.14535033122,3,2,"yes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"1109",0.8,117500.000000006,5,2007,5,6,3950.98965031602,3181.77895356643,3,4209.97931159055,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"1110",3,239499.999999998,1,2009,6,8,3915.62092974027,3042.73524312922,3,4195.61167011234,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"1111",3.5,168999.999999998,2,2007,8,6,3555.24291328055,2682.23116426563,3,3972.09297404417,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"1112",0,101999.999999999,4,2007,5,6,3142.16243599837,1933.70027956699,1,3282.48214985102,3,2,"no",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"1113",2,119000.000000004,2,2008,4,6,3399.67825198506,2302.96597821358,1,4149.40973939365,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1114",0,93999.9999999962,1,2010,5,5,3016.76751135316,1986.10954513454,1,3333.41222564213,3,2,"no",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"1115",0.75,196000.000000009,4,2009,5,6,3908.45290576811,2650.00127931482,4,4193.80831925586,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"1116",0.25,143999.999999994,4,2007,5,5,3250.78140613863,2194.25984812181,1,3962.64711756006,3,2,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"1117",0.4,138999.999999996,5,2008,6,5,3107.08021384109,1879.45361830393,3,3623.74400392274,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1118",0.6,197499.999999997,5,2009,10,5,3637.47114340855,2921.74049533574,5,4288.70872965268,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"1119",0.5,424870.000000015,4,2007,4,8,4414.90978576664,3563.1960970992,5,4222.86064311625,4,6,"yes",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"1120",4,79999.9999999985,1,2008,7,5,3195.79095925194,1964.74378542176,1,4022.37560608457,3,2,"yes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"1121",0.25,79999.9999999985,4,2010,7,4,2823.37651634221,1833.30635165667,3,4617.94635509158,3,2,"no",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"1122",1,149000.000000001,3,2011,8,5,3619.14854535536,2658.85802961904,1,3301.49911655881,3,2,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"1123",5,179999.999999991,1,2011,5,6,3605.57808612329,2358.75844436048,4,4452.83495510061,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"1124",7,174499.999999997,1,2009,7,7,3388.37416177682,2647.03772870474,2,4588.63968653813,3,2,"yes",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"1125",1.5,116900.000000005,2,2008,8,7,2908.71043916767,2118.22864028406,1,3123.34695254779,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"1126",4,142999.999999994,1,2009,7,7,3288.94037545048,2563.75497929342,2,4022.37560608457,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"1127",4,124000.000000003,1,2007,11,6,3072.94192018383,1846.63230587491,1,3858.2531159036,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1128",2,149900.000000002,1,2011,11,5,3801.30759431167,2546.96873338445,2,5359.78969657303,3,2,"yes",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"1129",1,229999.999999992,4,2011,7,6,3774.76250165154,2873.81185491048,1,4908.17385760142,3,2,"yes",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"1130",0,120499.999999994,2,2008,6,6,2859.23771763764,1641.18115532002,1,3187.88447181268,4,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.678571428
"1131",0.6,201799.999999991,5,2008,5,7,3659.18629947485,2881.47892362826,3,4849.4319327212,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1132",3.5,217999.999999994,2,2007,7,5,3769.17670882268,2516.07163866743,4,4375.4087783739,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245890.624999997
"1133",1.5,179899.999999996,2,2008,10,5,3534.65941975779,2318.93838624661,3,4097.47137172247,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1134",1.75,229999.999999992,4,2009,7,7,3625.27929484265,2377.70242228194,4,2865.85219331753,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"1135",1,235128.000000003,5,2008,6,8,3921.73963144988,2662.77815045036,3,4577.45373488685,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"1136",2.33333333333333,185000.000000007,3,2008,7,6,3713.96359392811,2928.35008091265,3,4048.4467214281,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"1137",1,224000.000000005,4,2008,11,6,3803.50003992318,2720.41858931857,3,4998.52740454751,4,2,"yes",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"1138",0.2,128999.999999999,5,2007,5,5,3006.01288599447,1782.28633916326,1,3961.06839216622,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"1139",0.75,108958.999999995,4,2008,1,4,3516.43025338766,2310.35834993381,4,4730.9956371799,3,0,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"1140",2.5,194000.000000007,2,2007,6,5,3722.62654818756,2510.68164063502,3,5174.1385561027,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245890.624999997
"1141",1,233169.999999991,5,2009,9,7,3840.32159250154,2584.48491917477,3,4137.27524932036,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"1142",3,245349.999999988,1,2010,2,8,4033.78035858919,2770.52081389167,3,4321.10668584078,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"1143",1.25,172999.999999997,4,2011,2,6,3626.5026460183,2749.378971515,5,4390.70428094069,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"1144",1.33333333333333,235000.000000001,3,2008,7,6,3959.46310575893,3108.69054521481,3,4853.45086342414,3,4,"yes",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"1145",1,624999.999999976,5,2011,7,10,4829.61310405913,3948.1412321867,6,6738.04471032339,4,6,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"1146",1,171000.000000001,5,2008,7,6,3349.62556108984,2127.9393562328,3,4205.99880736402,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"1147",0.6,163000,5,2008,11,6,3559.07316918155,2314.04133510096,3,4048.4467214281,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1148",4,171899.999999993,1,2008,3,7,3082.40239861303,2300.49398588182,3,2434.63261033619,4,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"1149",2,200500.000000008,2,2007,3,5,4554.72950103736,3698.25351701119,4,5390.04448305303,3,6,"yes",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205982.833333333
"1150",2,238999.999999989,3,2011,7,6,3989.99350372605,3273.49243792257,3,5222.63446812862,3,4,"yes",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"1151",2.5,285000.000000004,2,2007,4,8,4509.81300971373,3587.07890797839,3,4358.88777572651,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"1152",1.25,119500,4,2008,10,5,3015.87403356376,1831.63250955664,3,3513.88476287803,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"1153",0.2,115000.000000002,5,2009,12,6,3219.58882989549,2267.99348704036,1,2401.53022022545,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"1154",6,154900.000000006,1,2009,7,5,3244.59108885731,2411.45820920062,2,3710.44631555505,3,2,"yes",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"1155",0.5,93000.0000000007,2,2011,4,5,2259.77603749995,2136.21459986025,1,3871.28447759052,3,2,"yes",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"1156",2.5,250000.000000004,2,2011,4,7,4188.44367728706,3381.13586342044,3,4447.55543013786,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"1157",1,392500,3,2008,11,8,3967.89216317337,2731.6934433537,5,3083.93611911994,5,4,"yes",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"1158",1.66666666666667,745000.000000002,3,2007,7,10,5171.24186065494,4273.52963975632,6,5107.98106151076,4,6,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"1159",1,120000.000000002,2,2011,6,5,3375.56138566808,2144.44582602625,3,4381.24965852583,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"1160",2,186699.999999997,2,2007,5,5,3913.57617990229,2654.92795291461,3,6703.22369736414,3,2,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"1161",1,104900.000000001,5,2011,3,5,3190.18709838292,2264.1991241979,3,4177.50338701685,3,2,"yes",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"1162",2,95000.0000000021,3,2009,8,3,3654.98680164749,2775.07889338925,4,4347.24001835847,3,4,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"1163",7,261999.999999991,1,2011,7,8,3965.91282522025,2705.25651460536,4,4662.84256813633,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"1164",7,195000.000000003,1,2009,7,7,3539.18461744896,2739.16463165314,3,4008.1082469666,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"1165",2.5,189000.000000004,2,2010,6,7,3726.07870985235,2867.82220513551,3,3663.5088429643,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"1166",1,168000.000000001,2,2007,3,4,3767.49718190648,2703.35076698691,3,6547.63374081149,3,2,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"1167",4,174000.000000006,1,2007,11,8,3351.80292219614,2520.37016051642,3,1612.29676673288,4,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"1168",3,124999.999999995,1,2007,7,5,3320.30890979531,2553.2849334619,1,4149.40973939365,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"1169",3,164999.999999997,1,2009,6,6,3511.18375312081,2267.99348704036,4,2658.09408255347,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"1170",0.666666666666667,157999.999999999,3,2010,3,6,3198.18665101032,2421.78616880971,2,4100.41642545866,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"1171",1.4,176000.000000002,5,2008,7,6,3327.68831135185,2536.38410339938,3,3797.66247291869,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"1172",2,219210.000000006,1,2011,11,7,3693.56674936028,2917.59512218815,3,4899.64862193051,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"1173",1,143999.999999994,3,2011,7,7,3548.19700358859,2766.86465892306,1,3989.29353085001,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"1174",5,177999.999999996,1,2009,6,7,3495.34080142072,2252.75989195438,3,4044.12544278691,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"1175",1,148000.000000007,2,2011,10,4,3501.30020748097,2455.72320591573,2,4458.97655827336,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"1176",6,116050.000000002,1,2011,7,4,2951.13411198219,1729.52667663055,1,4098.10282567961,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1177",1,197900.000000008,5,2009,3,7,3635.64824608211,2846.23933267208,3,4306.96265535363,3,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"1178",1.33333333333333,117000.000000001,3,2009,5,5,3362.645740497,2417.20447228549,3,3224.30349679417,3,2,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"1179",2.5,213000.000000008,2,2009,10,7,3971.84354795016,2710.9597159157,3,4179.92747068222,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"1180",3.5,153500.000000002,2,2011,7,5,3287.43126960018,2065.86308211734,3,4257.12794261155,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"1181",1.5,271900.00000001,2,2009,6,7,4437.22746233863,3171.94927614621,3,4985.96664897491,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"1182",1.33333333333333,106999.999999995,3,2011,11,4,3273.78523069206,2039.73262665363,3,4000.38277656963,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"1183",1.25,200000.000000005,4,2011,5,6,4030.92972573733,2775.98890039613,4,4051.68146668326,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"1184",0.4,139999.999999994,5,2008,10,5,3349.62556108984,2340.78534022186,3,3731.34794024157,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1185",0.6,290000.000000013,5,2011,5,8,4001.17356217775,2739.16463165314,4,4265.26409109256,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"1186",1.25,189000.000000004,4,2010,5,6,3783.65962336043,2902.57915332908,3,4455.99588695738,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"1187",0.8,163999.999999994,5,2010,6,8,3418.57561150879,2822.58667547717,3,4610.49827465316,4,4,"yes",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"1188",1.25,113000.000000003,4,2009,8,4,2547.10871682822,1341.13697723217,3,4095.36506112723,3,2,"yes",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"1189",2,144999.999999998,1,2011,5,4,2835.41929286968,1892.38967583525,2,4277.59772834922,3,0,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"1190",1.5,134499.999999996,2,2011,5,5,3123.88148111075,1953.9492542625,3,4269.70539240001,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1191",0,124999.999999995,3,2007,5,5,3006.01288599447,1782.28633916326,1,3553.96641382576,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"1192",0.8,111999.999999996,5,2010,4,6,3105.39039570415,2949.63832068037,3,4007.00646281376,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"1193",5,229456.000000001,1,2009,9,8,3616.68968860085,2377.70242228194,4,3942.02426732612,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"1194",0,80500.0000000037,4,2011,7,4,1923.87415902523,1813.09975067578,1,3301.49911655881,3,2,"no",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"1195",0.5,91499.9999999989,2,2011,4,6,3095.21404093613,2260.395434768,2,719.24046715411,3,2,"yes",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104897.727272726
"1196",0.8,115000.000000002,5,2011,11,5,3038.06344354781,1813.09975067578,1,3740.70698577844,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1197",3,133999.999999994,1,2008,8,5,3312.15227839952,2251.48363054546,1,3851.10857251382,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"1198",2.5,142999.999999994,2,2007,1,6,3775.87733656688,2903.417207436,3,4325.04887106941,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1199",0.2,137900.000000001,5,2011,10,5,4406.64843525646,3129.10020158425,3,4359.25641949061,3,4,"no",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1200",1.25,183999.999999996,4,2008,2,7,3395.4485211037,2572.08030869817,5,5077.63538085978,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"1201",1.5,144999.999999998,2,2007,6,6,2949.27218270205,2155.35312665896,2,4322.42162494798,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1202",1.33333333333333,214000.000000002,3,2008,1,6,3742.66051468091,2974.64354183854,3,4974.40426347907,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"1203",0.4,147000.000000004,5,2008,12,5,3038.06344354781,1813.09975067578,3,3994.18049671787,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1204",3,367294.000000001,1,2008,10,9,4041.3574428046,2777.80731055908,3,3971.19531890116,5,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"1205",6,126999.999999996,1,2008,8,5,3596.88235295867,2589.62430241289,3,3768.27125313723,3,4,"yes",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1206",1,189999.999999996,3,2007,8,5,4293.18321178533,3445.02012515755,4,5481.76572672045,3,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"1207",1.25,132499.999999998,4,2011,5,5,3408.10449587734,2224.43608031933,3,3722.45364778475,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1208",2,101800.000000004,1,2007,3,4,2396.76997590553,2267.99348704036,3,4198.41360305011,3,4,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1209",1.66666666666667,142000,3,2010,5,5,3463.17899616167,2221.83529505065,3,4614.71152124478,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"1210",0,129999.999999998,4,2008,11,5,3785.87623648198,2999.25112524892,2,3915.64953425601,3,2,"no",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.432835822
"1211",2.5,138887.000000002,2,2011,7,5,3564.80150776288,2850.58005605291,2,4766.0818686634,3,2,"yes",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"1212",1.33333333333333,175500.000000007,3,2010,6,7,3472.62612652363,2707.15991813022,3,1599.60838885003,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"1213",1,195000.000000003,4,2011,9,7,3724.35355502916,2986.59930723753,3,4652.07154647676,4,4,"yes",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"1214",1.33333333333333,142499.999999994,3,2011,3,6,3398.26957701025,2159.42362493919,2,4757.06762245594,4,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"1215",0.75,265899.999999997,4,2007,12,8,3816.59233369841,2565.84051447513,3,4030.45107998441,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"1216",1.25,224899.999999998,4,2008,7,7,3639.89846445519,2836.64666426648,5,3829.0355432155,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
