Distance,Duration,Reason,Age,Others,Mode,Cost
153,0,visit,5,0,car,83
167,1,visit,2,0,car,40
208,0,visit,6,2,car,210
249,1,visit,4,0,car,285
356,3,visit,2,5,car,1410
42,1,visit,2,0,car,65
215,2,visit,5,1,car,195
106,1,visit,3,0,car,42
126,0,visit,6,0,car,66
103,0,visit,2,0,car,100
625,12,visit,5,2,plane,6230
172,1,visit,5,0,car,100
113,0,visit,5,0,car,50
126,3,visit,4,1,car,110
366,1,visit,2,0,car,655
183,3,visit,2,0,car,124
63,0,visit,6,0,car,40
75,0,visit,6,1,car,26
76,0,visit,5,0,car,30
128,0,visit,6,0,car,30
106,0,visit,3,0,car,90
111,2,visit,4,0,car,260
101,0,visit,2,0,car,40
320,3,visit,6,0,car,150
73,1,visit,6,0,car,30
3594,3,visit,2,0,plane,2400
111,0,visit,5,0,car,25
80,0,visit,3,1,car,20
82,0,visit,3,2,car,60
1130,9,visit,6,1,car,415
43,0,visit,2,0,car,20
280,0,visit,6,0,car,420
52,0,visit,3,1,car,35
147,2,visit,5,0,car,75
203,0,visit,6,1,car,115
281,2,visit,5,0,car,250
99,0,visit,6,1,car,146
180,2,visit,1,1,car,100
234,3,visit,3,0,car,385
172,0,visit,5,0,car,85
286,4,visit,4,0,car,930
97,0,visit,4,0,car,40
100,0,visit,6,0,car,0
255,3,visit,6,0,car,91
60,0,visit,5,0,car,30
3385,5,visit,5,0,plane,945
164,0,visit,5,0,car,480
56,0,visit,4,1,car,28
360,7,visit,5,0,car,810
176,0,visit,5,1,car,50
195,0,visit,6,0,car,410
273,0,visit,2,0,car,50
3387,15,visit,6,0,plane,2385
83,0,visit,2,0,car,280
175,2,visit,2,1,car,100
993,3,visit,5,0,plane,730
1020,3,visit,5,2,car,450
1786,11,visit,6,4,car,1484
66,0,visit,5,2,car,115
326,3,visit,5,0,car,150
238,3,visit,5,1,car,250
49,0,visit,6,0,car,15
87,0,visit,2,0,car,45
50,2,visit,6,0,car,150
221,0,visit,2,0,car,100
141,0,visit,5,0,car,30
120,0,visit,6,0,car,95
67,0,visit,3,0,car,95
84,0,visit,2,0,car,50
174,1,visit,5,0,car,50
181,0,visit,1,1,car,100
91,0,visit,6,0,car,340
427,4,visit,6,0,car,243
155,0,visit,1,1,car,122
86,1,visit,6,0,car,65
78,2,visit,3,0,car,215
86,0,visit,4,1,car,80
79,0,visit,3,0,car,20
350,0,visit,1,0,car,0
74,0,visit,4,0,car,120
75,0,visit,6,0,car,30
62,3,visit,5,0,car,20
202,0,visit,6,1,car,72
42,0,visit,4,0,car,15
58,4,visit,4,1,car,188
53,0,visit,5,0,car,20
210,2,visit,2,0,car,125
70,0,visit,6,0,car,55
148,1,visit,6,0,car,55
87,0,visit,2,2,car,150
3069,4,visit,3,0,plane,2000
336,0,visit,4,0,car,150
55,0,visit,5,0,car,150
51,0,visit,6,1,car,30
123,2,visit,5,0,car,70
46,1,visit,5,0,car,80
112,2,visit,6,0,car,70
87,3,visit,6,0,car,650
95,0,visit,2,0,car,40
77,1,visit,4,2,car,30
86,0,visit,4,0,car,50
198,2,visit,4,0,car,140
2159,8,visit,6,0,plane,5334
67,0,visit,2,0,car,17
87,0,visit,6,0,car,85
69,0,visit,5,0,car,60
62,0,visit,2,1,car,75
496,6,visit,6,0,car,375
98,0,visit,5,0,car,45
112,0,visit,6,0,car,50
243,0,visit,4,0,car,155
166,0,visit,5,0,car,70
363,3,visit,5,0,car,200
67,1,visit,6,0,car,110
37,1,visit,4,1,car,222
58,0,visit,5,1,car,35
226,0,visit,5,0,car,150
155,2,visit,1,0,car,360
76,0,visit,5,0,car,40
62,0,visit,5,0,car,20
261,4,visit,5,1,car,1200
222,0,visit,2,0,car,110
173,0,visit,5,0,car,50
49,0,visit,6,0,car,0
251,2,visit,2,0,car,725
172,0,visit,5,0,car,320
242,3,visit,2,0,car,125
103,0,visit,6,0,car,0
229,0,visit,1,0,car,60
124,1,visit,6,0,car,60
200,0,visit,5,1,car,95
58,0,visit,4,0,car,35
210,0,visit,4,1,car,945
102,0,visit,6,0,car,53
151,4,visit,5,0,car,380
46,0,visit,4,0,car,70
275,2,visit,6,1,car,350
123,0,visit,2,0,car,85
1260,12,visit,3,1,car,1450
49,0,visit,5,0,car,20
384,1,visit,1,1,car,80
101,4,visit,4,0,car,60
206,0,visit,5,0,car,150
444,3,visit,5,0,car,200
196,0,visit,6,0,car,26
189,0,visit,6,0,car,85
111,0,visit,4,0,car,55
485,3,visit,5,0,car,215
71,0,visit,4,0,car,20
208,3,visit,4,0,car,278
2908,0,visit,1,0,car,700
98,1,visit,4,0,car,125
132,3,visit,2,0,car,70
391,3,visit,4,0,car,100
260,1,visit,5,0,car,95
75,0,visit,2,1,car,40
68,0,visit,5,0,car,215
78,0,visit,5,0,car,60
57,0,visit,2,0,car,15
234,3,visit,2,0,car,135
532,3,visit,5,0,car,250
247,2,visit,4,0,car,250
92,2,visit,6,0,car,90
227,1,visit,4,0,car,483
68,0,visit,6,0,car,20
45,0,visit,5,0,car,40
1377,3,visit,2,1,car,719
51,0,visit,4,0,car,40
94,0,visit,6,0,car,110
668,3,visit,5,0,plane,439
82,1,visit,5,0,car,180
94,0,visit,5,0,car,25
786,2,visit,5,0,plane,150
42,2,visit,4,0,car,20
100,0,visit,6,0,car,145
25,1,visit,4,0,car,10
293,5,visit,6,1,car,2735
51,0,visit,6,1,car,42
86,0,visit,1,1,car,30
440,3,visit,6,0,car,135
56,0,visit,5,0,car,30
110,0,visit,5,0,car,165
231,1,visit,2,0,car,90
231,0,visit,2,0,car,50
1254,3,visit,3,0,plane,1915
96,0,visit,5,1,car,100
353,5,visit,5,0,car,855
384,2,visit,4,0,car,315
151,0,visit,4,0,car,30
231,0,visit,2,1,car,80
173,0,visit,4,0,car,94
387,26,visit,6,2,car,75
205,4,visit,2,1,car,3200
55,0,visit,6,0,car,35
268,0,visit,6,1,car,90
235,1,visit,5,0,car,415
281,2,visit,2,0,car,300
1507,11,visit,4,0,plane,540
114,1,visit,6,0,car,194
2647,6,visit,6,0,plane,1000
47,2,visit,1,0,car,88
72,2,visit,6,0,car,218
231,1,visit,1,0,car,60
1711,21,visit,6,0,car,5395
120,0,visit,6,0,car,25
132,0,visit,4,2,car,41
108,1,visit,6,2,car,50
212,0,visit,2,0,car,70
109,1,visit,2,0,car,75
203,2,visit,4,2,car,490
55,0,visit,4,0,car,90
142,0,visit,3,0,car,120
67,0,visit,6,0,car,156
70,0,visit,5,0,car,45
128,0,visit,5,0,car,65
155,0,visit,1,0,car,285
168,1,visit,6,3,car,85
261,3,visit,5,0,car,140
216,2,visit,6,0,car,115
313,2,visit,5,0,car,90
259,4,visit,5,0,car,170
61,0,visit,4,0,car,60
141,1,visit,5,0,car,90
79,0,visit,4,1,car,50
193,1,visit,1,1,car,170
76,0,visit,5,0,car,75
195,2,visit,5,0,car,75
601,3,visit,6,0,car,863
128,0,visit,6,0,car,50
134,0,visit,6,1,car,40
113,0,visit,6,0,car,50
68,0,visit,4,0,car,50
156,0,visit,6,1,car,220
361,7,visit,4,0,car,356
107,0,visit,6,0,car,201
51,0,visit,5,0,car,20
250,3,visit,5,0,car,340
206,1,visit,5,2,car,30
198,0,visit,5,0,car,85
68,0,visit,5,0,car,160
248,1,visit,3,1,car,150
675,1,visit,6,0,plane,1040
69,0,visit,2,1,car,40
103,0,visit,6,0,car,55
196,2,visit,5,1,car,55
206,2,visit,5,0,car,750
159,1,visit,5,0,car,25
181,0,visit,6,0,car,35
172,1,visit,4,0,car,170
38,1,visit,2,3,car,30
44,0,visit,2,0,car,20
39,1,visit,2,0,car,105
68,0,visit,4,0,car,50
52,0,visit,6,0,car,10
103,2,visit,3,0,car,260
484,1,visit,5,0,car,155
61,4,visit,6,0,car,104
92,0,visit,2,0,car,55
84,0,visit,4,0,car,20
326,2,visit,5,1,car,550
338,2,visit,5,0,car,310
72,0,visit,3,1,car,142
93,0,visit,2,2,car,40
3454,0,visit,5,0,plane,1800
138,2,visit,6,0,car,480
46,0,visit,2,0,car,20
70,0,visit,3,0,car,60
127,0,visit,4,1,car,35
201,2,visit,6,0,car,550
135,1,visit,6,0,car,33
86,0,visit,4,0,car,50
703,7,visit,5,0,car,100
51,0,visit,5,1,car,20
121,2,visit,5,0,car,40
3454,4,visit,4,0,plane,1668
76,0,visit,6,1,car,25
920,2,visit,2,0,plane,915
97,2,visit,3,4,car,720
96,0,visit,3,1,car,100
134,2,visit,5,1,car,165
276,2,visit,4,0,car,220
54,0,visit,6,0,car,25
347,0,visit,6,0,car,50
47,0,visit,2,0,car,20
113,0,visit,5,2,car,40
34,1,visit,5,0,car,50
43,0,visit,4,2,car,120
51,0,visit,3,0,car,0
3922,14,visit,5,0,plane,1390
688,0,visit,5,0,plane,230
42,0,visit,6,0,car,20
89,3,visit,5,0,car,60
1413,3,visit,6,1,car,520
203,0,visit,5,1,car,280
90,0,visit,6,0,car,15
255,3,visit,4,0,car,395
154,2,visit,2,0,car,200
247,2,visit,2,0,car,330
219,0,visit,5,1,car,70
51,0,visit,4,0,car,52
112,0,visit,3,0,car,90
70,0,visit,6,0,car,63
172,0,visit,3,0,car,123
336,1,visit,3,0,car,316
185,3,visit,6,0,car,250
70,1,visit,4,0,car,15
2798,8,visit,6,0,plane,2380
161,1,visit,3,1,car,150
174,3,visit,1,0,car,570
94,0,visit,5,0,car,35
48,0,visit,5,1,car,75
201,0,visit,4,0,car,65
2729,3,visit,6,0,plane,1800
108,2,visit,1,0,car,100
72,0,visit,6,0,car,10
46,0,visit,6,0,car,70
56,0,visit,6,0,car,113
2152,0,visit,6,0,car,110
40,0,visit,5,0,car,0
83,0,visit,3,0,car,30
68,0,visit,4,3,car,0
274,1,visit,4,0,car,780
102,1,visit,3,0,car,45
323,1,visit,4,0,car,315
132,2,visit,5,0,car,70
186,2,visit,1,0,car,55
535,3,visit,2,0,car,154
97,0,visit,4,0,car,70
44,0,visit,6,0,car,50
3797,2,visit,5,0,plane,1170
1511,7,visit,5,0,plane,1280
878,3,visit,6,0,plane,344
483,0,visit,1,2,car,60
152,4,visit,4,0,car,60
41,1,visit,5,1,car,138
65,0,visit,5,0,car,50
92,0,visit,4,0,car,45
52,1,visit,2,0,car,60
129,2,visit,5,0,car,110
962,3,visit,5,0,car,350
53,0,visit,2,0,car,25
304,0,visit,6,0,car,80
214,0,visit,3,0,car,190
281,1,visit,1,1,car,195
71,0,visit,6,1,car,12
69,0,visit,6,0,car,50
754,5,visit,5,0,car,1500
137,0,visit,6,0,car,390
107,2,visit,6,0,car,1000
57,0,visit,2,0,car,10
161,0,visit,5,0,car,90
102,0,visit,6,0,car,110
72,0,visit,2,1,car,7
172,0,visit,6,0,car,155
244,1,visit,5,0,car,222
133,2,visit,5,0,car,141
69,0,visit,5,3,car,220
646,1,visit,5,0,car,136
40,2,visit,6,0,car,10
41,0,visit,6,0,car,40
82,0,visit,6,0,car,30
47,0,visit,5,0,car,120
136,1,visit,6,0,car,25
192,1,visit,5,0,car,100
61,0,visit,6,0,car,45
83,0,visit,6,0,car,50
66,0,visit,4,0,car,75
83,0,visit,4,0,car,150
138,1,visit,4,0,car,410
44,0,visit,6,0,car,12
43,0,visit,4,1,car,10
214,0,visit,6,0,car,540
56,0,visit,5,3,car,0
330,4,visit,5,0,car,1300
138,0,visit,5,0,car,75
403,2,visit,5,0,car,300
81,2,visit,3,0,car,190
100,0,visit,6,0,car,70
893,4,visit,5,1,plane,2298
91,1,visit,5,0,car,110
78,2,visit,4,0,car,285
71,0,visit,5,0,car,390
177,0,visit,5,0,car,20
536,2,visit,6,0,plane,670
136,2,visit,6,0,car,200
120,0,visit,5,0,car,25
40,0,visit,6,0,car,95
85,0,visit,6,1,car,70
546,13,visit,5,0,plane,375
4494,15,visit,6,0,plane,2465
103,1,visit,6,0,car,20
50,0,visit,6,1,car,60
389,4,visit,6,0,car,280
89,0,visit,6,1,car,50
325,3,visit,5,0,car,325
150,2,visit,5,0,car,80
45,0,visit,5,0,car,30
697,4,visit,5,0,car,290
132,3,visit,1,0,car,20
61,0,visit,6,0,car,0
592,1,visit,6,2,car,520
810,7,visit,4,0,car,900
65,0,visit,6,0,car,45
172,1,visit,6,0,car,160
60,0,visit,4,0,car,20
228,3,visit,6,0,car,240
139,1,visit,6,0,car,100
96,0,visit,6,0,car,25
386,1,visit,5,0,car,450
131,0,visit,6,0,car,196
119,0,visit,5,0,car,45
263,2,visit,5,0,car,250
239,1,visit,1,0,car,55
61,0,visit,6,0,car,25
54,0,visit,3,0,car,15
172,0,visit,5,2,car,90
211,1,visit,4,0,car,80
50,0,visit,3,0,car,40
220,1,visit,5,0,car,150
151,0,visit,2,0,car,50
116,0,visit,2,0,car,600
56,0,visit,6,0,car,20
97,0,visit,4,0,car,115
154,0,visit,6,0,car,40
98,3,visit,6,0,car,125
122,0,visit,2,0,car,240
2745,5,visit,2,1,plane,400
48,0,visit,4,0,car,30
250,0,visit,3,1,car,0
76,0,visit,4,0,car,25
100,0,visit,3,0,car,165
71,0,visit,6,1,car,70
74,0,visit,3,0,car,21
100,0,visit,5,0,car,155
63,1,visit,5,0,car,215
77,0,visit,6,0,car,100
258,0,visit,5,2,car,213
378,3,visit,5,0,car,130
194,2,visit,5,0,car,200
41,0,visit,2,0,car,20
42,0,visit,2,0,car,30
151,1,visit,5,0,car,232
55,0,visit,4,0,car,70
124,0,visit,6,0,car,28
308,4,visit,2,0,car,520
123,0,visit,5,0,car,68
68,0,visit,5,2,car,10
82,0,visit,5,0,car,65
49,0,visit,3,0,car,230
156,4,visit,6,2,car,5
163,4,visit,6,0,car,425
448,4,visit,6,0,car,1150
44,0,visit,5,0,car,45
95,0,visit,5,0,car,50
185,0,visit,2,0,car,50
59,0,visit,3,0,car,20
108,0,visit,6,0,car,205
519,5,visit,5,0,plane,1199
171,1,visit,4,0,car,100
93,1,visit,4,0,car,90
3195,6,visit,6,1,plane,1445
41,0,visit,6,0,car,80
67,0,visit,5,0,car,40
303,2,visit,5,0,car,570
93,0,visit,5,0,car,95
85,1,visit,6,0,car,160
69,0,visit,5,0,car,95
41,0,visit,5,0,car,48
75,0,visit,3,0,car,30
217,1,visit,6,0,car,115
139,0,visit,5,0,car,0
369,6,visit,3,0,car,205
393,35,visit,2,0,car,3007
198,5,visit,5,0,car,200
193,4,visit,4,1,car,1050
115,0,visit,5,2,car,70
168,1,visit,3,0,car,110
75,0,visit,4,2,car,20
69,0,visit,1,0,car,20
43,0,visit,2,0,car,30
3295,9,visit,6,0,plane,975
135,1,visit,5,0,car,40
939,14,visit,5,0,plane,550
114,1,visit,5,0,car,175
449,3,visit,6,0,car,110
140,0,visit,6,0,car,70
142,2,visit,2,2,car,70
138,0,visit,3,0,car,160
143,1,visit,4,0,car,485
118,0,visit,6,0,car,200
123,0,visit,4,1,car,50
61,0,visit,6,0,car,25
162,2,visit,6,0,car,96
135,0,visit,6,1,car,1000
138,0,visit,4,0,car,80
447,2,visit,4,0,car,170
90,0,visit,4,0,car,260
151,1,visit,1,0,car,60
183,1,visit,6,0,car,170
90,0,visit,4,0,car,100
847,2,visit,4,0,plane,420
60,0,visit,6,0,car,20
69,3,visit,6,1,car,260
74,0,visit,5,0,car,60
728,7,visit,6,0,plane,1510
211,1,visit,3,0,car,320
243,2,visit,6,1,car,718
3717,7,visit,6,0,plane,485
294,2,visit,4,0,car,202
117,0,visit,6,2,car,30
56,1,visit,6,1,car,0
51,0,visit,5,0,car,95
169,0,visit,6,0,car,90
176,1,visit,2,0,car,204
163,0,visit,6,0,car,125
70,0,visit,6,1,car,58
47,0,visit,5,0,car,60
254,0,visit,3,1,car,175
50,0,visit,3,1,car,55
147,5,visit,6,0,car,1700
4292,0,visit,4,0,plane,330
97,1,visit,2,0,car,95
64,0,visit,5,0,car,80
81,0,visit,5,0,car,40
83,2,visit,5,0,car,50
281,2,visit,5,0,car,1005
174,0,visit,4,5,car,105
231,1,visit,5,0,car,95
185,0,visit,3,0,car,50
107,0,visit,5,0,car,85
55,0,visit,6,1,car,100
194,2,visit,4,1,car,507
306,0,visit,3,0,car,100
157,2,visit,6,2,car,100
83,1,visit,5,0,car,50
73,0,visit,6,1,car,165
149,0,visit,5,0,car,35
462,2,visit,5,0,car,850
221,0,visit,2,0,car,50
3509,49,visit,4,0,plane,11650
56,0,visit,6,0,car,60
215,1,visit,2,0,car,121
67,0,visit,3,0,car,20
123,0,visit,1,0,car,0
58,0,visit,4,0,car,75
61,0,visit,6,0,car,1859
82,0,visit,6,0,car,108
109,0,visit,3,0,car,45
74,0,visit,5,0,car,45
154,2,visit,3,2,car,300
2705,4,visit,5,0,plane,720
309,1,visit,6,0,car,100
41,0,visit,5,0,car,40
55,0,visit,2,0,car,80
94,0,visit,2,0,car,20
176,3,visit,6,1,car,90
150,1,visit,3,0,car,134
1864,4,visit,5,0,plane,585
76,0,visit,6,0,car,25
40,0,visit,2,1,car,0
50,0,visit,2,0,car,25
119,0,visit,5,0,car,195
667,5,visit,2,0,plane,1463
51,0,visit,3,0,car,20
137,0,visit,5,0,car,125
90,0,visit,6,0,car,78
236,1,visit,5,0,car,1825
203,2,visit,6,0,car,295
150,6,visit,6,1,car,184
483,3,visit,5,0,car,400
44,0,visit,6,1,car,70
373,2,visit,4,0,car,187
648,3,visit,1,1,car,850
103,0,visit,2,2,car,0
171,0,visit,5,0,car,70
218,0,visit,4,0,car,1200
50,0,visit,6,0,car,130
75,0,visit,4,0,car,70
162,1,visit,3,0,car,80
98,0,visit,4,0,car,80
91,2,visit,1,0,car,273
82,0,visit,3,0,car,20
74,0,visit,2,0,car,40
2485,5,visit,4,0,plane,1620
50,1,visit,2,0,car,60
300,0,visit,1,0,car,145
81,0,visit,1,0,car,190
79,0,visit,3,0,car,25
222,2,visit,3,2,car,100
133,1,visit,5,0,car,50
135,0,visit,4,0,car,280
149,0,visit,6,0,car,95
390,1,visit,4,1,plane,1010
328,3,visit,2,0,car,400
456,3,visit,2,0,car,300
69,0,visit,4,0,car,100
180,10,visit,5,0,car,400
289,3,visit,6,0,car,337
51,2,visit,4,0,car,20
30,1,visit,3,0,car,30
63,1,visit,6,0,car,300
135,0,visit,3,0,car,294
74,0,visit,4,0,car,30
418,2,visit,2,0,car,175
151,0,visit,5,0,car,115
100,2,visit,5,0,car,450
49,0,visit,6,1,car,120
46,0,visit,2,2,car,40
81,1,visit,2,0,car,50
220,2,visit,4,0,car,75
103,0,visit,6,0,car,60
155,0,visit,5,0,car,75
204,0,visit,5,0,car,150
147,0,visit,5,1,car,100
192,1,visit,5,0,car,584
136,2,visit,4,0,car,300
1150,1,visit,5,0,plane,950
526,2,visit,2,0,plane,400
306,3,visit,4,1,car,630
169,2,visit,2,0,car,0
54,0,visit,5,0,car,0
98,0,visit,5,0,car,20
65,3,visit,3,0,car,854
207,0,visit,4,0,car,70
44,0,visit,6,0,car,50
67,0,visit,2,2,car,30
44,0,visit,6,0,car,35
145,0,visit,1,1,car,20
166,3,visit,5,0,car,60
54,0,visit,6,0,car,10
64,0,visit,3,0,car,20
56,0,visit,4,0,car,40
340,2,visit,5,0,car,115
96,1,visit,2,1,car,295
850,6,visit,5,1,plane,1438
126,0,visit,4,0,car,30
290,2,visit,5,0,car,440
323,0,visit,6,1,car,600
131,0,visit,4,0,car,75
155,0,visit,2,0,car,35
138,0,visit,5,1,car,540
37,1,visit,4,0,car,72
47,0,visit,4,0,car,10
828,4,visit,6,0,plane,1213
133,0,visit,5,0,car,50
143,0,visit,4,0,car,20
221,2,visit,3,0,car,497
61,0,visit,5,0,car,260
257,0,visit,1,3,car,0
141,1,visit,4,0,car,160
513,2,visit,6,0,car,750
52,0,visit,2,0,car,40
175,2,visit,4,0,car,110
96,2,visit,3,0,car,470
198,0,visit,5,0,car,250
139,0,visit,5,1,car,53
185,2,visit,3,0,car,160
217,3,visit,6,0,car,455
138,0,visit,6,0,car,65
862,7,visit,5,0,plane,242
91,1,visit,5,0,car,30
228,1,visit,6,0,car,25
3355,8,visit,3,0,plane,1000
110,1,visit,4,0,car,150
1153,6,visit,6,0,plane,3000
270,0,visit,3,0,car,75
330,0,visit,5,0,car,20
150,1,visit,5,0,car,5
195,2,visit,5,0,car,125
89,0,visit,5,0,car,95
94,0,visit,3,0,car,40
51,0,visit,5,0,car,0
499,2,visit,5,0,car,900
169,0,visit,1,1,car,30
105,0,visit,3,0,car,20
97,0,visit,2,0,car,150
336,2,visit,4,0,car,470
395,3,visit,4,0,plane,550
61,0,visit,4,2,car,20
195,0,visit,6,0,car,133
86,0,visit,6,0,car,55
100,0,visit,3,1,car,220
45,0,visit,6,3,car,16
253,1,visit,5,0,car,60
153,0,visit,6,0,car,115
246,2,visit,3,0,car,140
42,0,visit,5,0,car,30
173,0,visit,6,1,car,40
321,1,visit,4,0,car,0
123,1,visit,6,0,car,110
167,1,visit,5,1,car,70
373,9,visit,6,0,car,1045
57,0,visit,6,1,car,0
118,0,visit,5,1,car,55
41,0,visit,5,0,car,45
270,4,visit,2,0,car,140
99,1,visit,6,0,car,45
194,2,visit,2,0,car,40
526,2,visit,5,0,car,500
81,0,visit,4,0,car,20
94,0,visit,6,1,car,60
58,0,visit,6,0,car,70
60,0,visit,4,0,car,40
343,3,visit,6,0,car,150
198,0,visit,6,0,car,410
215,11,visit,5,0,car,150
111,2,visit,6,3,car,105
535,3,visit,5,0,car,890
171,2,visit,5,0,car,280
47,0,visit,6,2,car,20
80,0,visit,6,0,car,85
711,3,visit,5,1,plane,1820
697,4,visit,6,1,car,1060
107,0,visit,5,1,car,110
136,1,visit,1,3,car,280
90,0,visit,6,1,car,342
57,0,visit,2,0,car,100
211,0,visit,4,1,car,170
62,0,visit,4,2,car,70
281,1,visit,5,0,car,150
40,0,visit,2,0,car,350
103,0,visit,2,0,car,55
122,1,visit,5,0,car,45
73,0,visit,5,1,car,40
123,0,visit,6,0,car,111
75,0,visit,6,0,car,35
63,1,visit,2,1,car,100
92,0,visit,4,1,car,20
100,1,visit,5,0,car,100
282,2,visit,3,1,car,520
94,0,visit,6,2,car,40
43,0,visit,6,0,car,100
46,0,visit,3,0,car,20
89,0,visit,6,0,car,90
142,2,visit,5,0,car,660
235,0,visit,5,1,car,70
271,3,visit,5,0,car,465
827,4,visit,4,0,plane,370
49,0,visit,6,0,car,50
19,1,visit,6,0,car,140
156,0,visit,4,1,car,25
82,0,visit,6,2,car,30
158,1,visit,3,0,car,200
81,0,visit,2,0,car,115
432,1,visit,6,0,car,120
231,3,visit,6,0,car,300
216,0,visit,6,2,car,40
144,2,visit,6,0,car,450
50,0,visit,2,0,car,10
136,0,visit,5,0,car,80
42,0,visit,2,0,car,10
174,2,visit,5,0,car,100
71,0,visit,6,0,car,0
327,0,visit,5,0,car,550
89,0,visit,4,0,car,170
58,0,visit,5,0,car,28
384,4,visit,5,0,plane,300
77,0,visit,4,0,car,45
41,0,visit,5,0,car,20
78,0,visit,6,0,car,65
107,0,visit,5,0,car,90
52,0,visit,5,2,car,20
86,0,visit,4,0,car,50
339,0,visit,5,0,car,100
195,2,visit,3,1,car,160
249,1,visit,4,0,car,1000
176,0,visit,6,0,car,80
63,0,visit,5,0,car,50
72,0,visit,2,0,car,50
71,0,visit,2,0,car,25
336,3,visit,2,0,car,750
145,4,visit,5,0,car,100
667,4,visit,6,0,plane,1000
157,1,visit,6,0,car,60
66,0,visit,6,0,car,205
156,1,visit,2,1,car,80
1254,6,visit,6,1,plane,628
168,1,visit,3,0,car,55
4262,17,visit,6,0,plane,2100
3287,12,visit,2,0,plane,640
158,0,visit,2,0,car,60
108,0,visit,2,0,car,140
99,2,visit,6,0,car,465
172,1,visit,5,0,car,248
209,0,visit,5,0,car,170
196,0,visit,4,0,car,127
41,0,visit,6,0,car,50
206,1,visit,5,0,car,80
76,1,visit,6,0,car,40
418,3,visit,6,0,car,435
330,3,visit,6,0,car,260
52,0,visit,6,0,car,28
212,2,visit,4,0,car,350
60,1,visit,4,0,car,135
85,1,visit,6,0,car,20
82,0,visit,3,0,car,130
70,0,visit,6,1,car,68
231,1,visit,3,1,car,230
427,4,visit,6,0,car,292
203,5,visit,6,0,car,50
167,3,visit,6,0,car,412
41,0,visit,5,0,car,45
1154,5,visit,5,2,plane,1180
93,0,visit,2,3,car,60
1143,3,visit,2,2,plane,1600
1510,1,visit,5,1,plane,900
224,2,visit,4,0,car,310
62,0,visit,5,0,car,40
44,0,visit,3,0,car,70
1851,3,visit,3,0,plane,1175
74,0,visit,2,0,car,20
123,0,visit,5,0,car,75
120,0,visit,3,0,car,30
95,0,visit,6,0,car,50
1185,13,visit,5,0,plane,1155
487,2,visit,4,3,car,170
166,0,visit,4,1,car,70
131,0,visit,5,1,car,55
100,1,visit,1,0,car,30
142,1,visit,2,0,car,105
449,2,visit,6,0,car,550
116,0,visit,3,0,car,35
168,0,visit,6,0,car,225
238,2,visit,5,0,car,812
578,1,visit,5,0,car,870
271,5,visit,6,0,car,278
109,0,visit,3,0,car,280
235,2,visit,6,0,car,125
109,0,visit,3,0,car,55
89,1,visit,5,0,car,126
199,2,visit,2,0,car,55
369,2,visit,6,0,car,92
87,0,visit,5,0,car,20
1298,3,visit,4,0,plane,2450
55,0,visit,6,0,car,50
101,0,visit,3,0,car,400
91,0,visit,5,0,car,20
143,0,visit,6,0,car,80
102,2,visit,6,0,car,400
73,0,visit,4,0,car,90
99,0,visit,6,0,car,32
68,0,visit,6,2,car,65
108,1,visit,5,0,car,115
546,5,visit,6,2,car,500
46,0,visit,6,0,car,80
49,0,visit,3,0,car,25
48,0,visit,3,0,car,42
83,0,visit,5,0,car,90
184,2,visit,5,0,car,450
110,0,visit,5,0,car,105
181,2,visit,6,0,car,310
1201,2,visit,5,0,plane,700
124,0,visit,5,0,car,90
194,2,visit,4,0,car,750
141,0,visit,5,1,car,250
68,0,visit,6,0,car,30
59,0,visit,6,0,car,260
60,0,visit,6,0,car,178
211,2,visit,3,0,car,40
668,2,visit,6,2,car,200
40,0,visit,6,0,car,43
1056,4,visit,6,0,plane,522
61,0,visit,5,0,car,82
156,2,visit,5,5,car,260
159,1,visit,6,0,car,359
54,0,visit,4,0,car,50
55,0,visit,6,0,car,20
231,4,visit,6,0,car,260
48,0,visit,6,0,car,45
169,2,visit,5,0,car,115
287,3,visit,5,0,car,250
22,1,visit,2,0,car,20
215,2,visit,5,0,car,350
99,2,visit,6,0,car,40
103,0,visit,5,0,car,20
134,1,visit,2,0,car,70
55,1,visit,6,0,car,110
235,1,visit,2,0,car,190
185,0,visit,4,0,car,140
67,0,visit,6,0,car,124
122,0,visit,5,0,car,150
152,0,visit,6,0,car,55
78,0,visit,6,0,car,25
188,0,visit,6,0,car,157
99,2,visit,5,4,car,125
110,0,visit,4,0,car,25
115,0,visit,6,1,car,30
69,0,visit,6,0,car,310
211,0,visit,5,1,car,230
231,1,visit,5,0,car,115
168,0,visit,1,0,car,80
66,0,visit,4,0,car,10
50,0,visit,5,0,car,64
226,2,visit,6,0,car,625
827,9,visit,4,0,car,2183
234,6,visit,4,2,car,900
281,1,visit,5,0,car,50
135,0,visit,6,0,car,190
120,0,visit,5,0,car,100
499,2,visit,2,0,car,195
123,0,visit,6,0,car,160
76,0,visit,3,0,car,0
41,0,visit,4,0,car,110
2705,4,visit,2,0,plane,1350
56,0,visit,2,0,car,45
381,4,visit,5,0,car,317
57,0,visit,2,0,car,660
171,0,visit,5,0,car,90
172,0,visit,2,0,car,180
688,11,visit,5,0,plane,550
375,2,visit,3,0,car,70
163,0,visit,5,0,car,70
114,0,visit,1,1,car,350
198,3,visit,2,0,car,180
729,5,visit,4,0,plane,1505
104,1,visit,3,0,car,140
249,0,visit,6,0,car,670
66,3,visit,1,0,car,43
170,0,visit,5,0,car,80
