age,education_num,marital_status,occupation,cap_gain,hours_per_week,score,value_flag
54,10,Divorced,Group 2,0,40,59.4,Low
23,10,Never-married,Group NA,0,11,59.9,Low
51,9,Married-civ-spouse,Group 3,15024,40,68.63,High
71,3,Married-civ-spouse,Group 5,0,40,57.01,Low
50,10,Married-civ-spouse,Group 2,0,40,60.31,High
36,9,Married-civ-spouse,Group 3,0,45,60.86,Low
47,4,Married-civ-spouse,Group NA,0,40,59.75,Low
38,10,Divorced,Group 3,1506,50,62.97,Low
29,13,Never-married,Group 5,10520,50,58.7,High
59,4,Married-civ-spouse,Group 5,0,40,59.98,Low
27,9,Divorced,Group 1,0,40,59.26,Low
42,9,Married-civ-spouse,Group 1,0,40,52.35,Low
31,13,Never-married,Group 2,0,40,74.52,Low
44,10,Married-civ-spouse,Group 2,0,40,60.21,High
47,14,Divorced,Group 5,0,45,60.53,Low
23,10,Never-married,Group 3,0,15,60.96,Low
24,9,Never-married,Group 1,0,35,60.06,Low
46,16,Married-civ-spouse,Group 5,0,55,59.9,High
35,10,Married-civ-spouse,Group 5,0,40,64.47,Low
36,10,Separated,Group 2,0,42,56.08,Low
37,11,Married-civ-spouse,Group 3,0,50,56.05,Low
20,10,Never-married,Group 3,0,10,55.76,Low
59,13,Widowed,Group 5,4650,37,58.71,Low
17,7,Never-married,Group 1,0,15,71.54,Low
36,9,Married-civ-spouse,Group 3,0,40,57.54,Low
57,9,Married-civ-spouse,Group 3,0,40,55.06,High
28,9,Married-civ-spouse,Group 3,99999,40,53.22,High
43,10,Married-civ-spouse,Group 2,0,50,61.44,Low
49,13,Married-civ-spouse,Group 4,15024,40,63.76,High
50,9,Married-civ-spouse,Group 5,4386,40,63.11,High
69,9,Married-civ-spouse,Group 3,3456,30,56.09,Low
57,3,Separated,Group 2,0,40,58.16,Low
49,9,Married-civ-spouse,Group 2,0,40,61.84,High
48,10,Married-civ-spouse,Group 5,0,45,54.35,Low
61,2,Married-civ-spouse,Group 2,0,60,66.29,High
51,4,Divorced,Group 1,0,40,55.26,Low
41,11,Married-civ-spouse,Group 4,0,40,59.22,High
60,12,Divorced,Group 1,0,40,66.52,Low
40,13,Divorced,Group 2,0,38,55.24,Low
36,13,Divorced,Group 2,0,40,61.33,Low
17,8,Never-married,Group 1,0,20,63.38,Low
50,15,Never-married,Group 5,0,25,61.85,Low
24,11,Never-married,Group 2,0,40,59.03,Low
70,9,Married-civ-spouse,Group NA,0,40,55.75,Low
29,9,Never-married,Group 1,0,40,54.48,Low
20,10,Never-married,Group 1,0,25,58.35,Low
36,10,Never-married,Group 5,0,50,61.67,Low
35,13,Divorced,Group 3,0,37,63.81,Low
34,9,Married-civ-spouse,Group 2,0,40,66.07,Low
18,7,Never-married,Group 3,0,20,60.69,Low
40,10,Divorced,Group 5,0,40,60.81,Low
51,9,Divorced,Group 3,0,40,53.05,Low
29,14,Never-married,Group 5,0,50,60.45,High
24,9,Never-married,Group 2,0,40,59.59,Low
50,12,Married-civ-spouse,Group 3,0,50,60.13,Low
38,11,Married-civ-spouse,Group 5,3908,50,58.1,Low
28,13,Never-married,Group 4,0,45,52.87,Low
57,9,Married-civ-spouse,Group 4,0,40,56.28,Low
49,10,Married-civ-spouse,Group 5,0,40,67.83,High
46,10,Married-civ-spouse,Group 3,0,45,65.15,High
47,16,Married-civ-spouse,Group 5,0,50,57.04,Low
22,6,Never-married,Group 1,0,35,61.45,Low
37,6,Married-civ-spouse,Group 3,0,40,56.1,Low
39,9,Never-married,Group 2,0,35,57.14,Low
24,13,Married-civ-spouse,Group 5,0,20,50.93,Low
31,9,Never-married,Group 1,0,30,55.06,Low
20,10,Never-married,Group 1,0,37,61.34,Low
36,10,Married-civ-spouse,Group 3,0,40,64.46,High
29,11,Married-civ-spouse,Group 5,0,40,60.3,Low
42,14,Married-civ-spouse,Group 5,0,55,56.09,High
67,11,Married-civ-spouse,Group 4,0,18,56.21,Low
47,14,Married-civ-spouse,Group 5,0,40,66.94,High
35,13,Married-civ-spouse,Group 5,0,60,57.02,High
42,13,Married-civ-spouse,Group 1,0,35,73.12,Low
32,10,Never-married,Group 2,0,40,59.56,Low
44,9,Married-civ-spouse,Group 3,0,40,63.75,Low
42,10,Married-civ-spouse,Group 2,0,40,52.79,Low
17,7,Never-married,Group 1,0,12,61.63,Low
50,9,Divorced,Group 2,0,40,61.16,Low
46,13,Never-married,Group 5,0,23,60.99,Low
39,9,Married-civ-spouse,Group 3,0,60,62.27,High
25,9,Married-civ-spouse,Group 3,0,40,64.47,Low
19,10,Never-married,Group 3,0,20,64.04,Low
46,7,Married-civ-spouse,Group 3,0,40,55.62,Low
37,13,Married-civ-spouse,Group 5,7688,40,63.61,High
24,9,Never-married,Group 3,0,40,55.4,Low
45,13,Divorced,Group 3,0,40,68.07,Low
90,14,Divorced,Group 5,0,99,63.48,Low
45,13,Married-civ-spouse,Group 3,0,40,62.72,Low
41,10,Married-civ-spouse,Group 4,0,72,57.43,High
29,9,Married-civ-spouse,Group 2,0,35,61.32,Low
53,9,Never-married,Group 2,0,40,60.86,Low
21,9,Never-married,Group 3,0,60,64.79,Low
45,13,Married-civ-spouse,Group 3,0,60,69.16,High
38,12,Married-civ-spouse,Group 4,0,21,64.66,High
43,12,Married-civ-spouse,Group 5,0,44,60.24,Low
53,13,Married-civ-spouse,Group 5,0,40,60.19,High
22,10,Never-married,Group 2,0,50,58.75,Low
44,11,Married-civ-spouse,Group 5,0,50,64.46,Low
40,13,Married-civ-spouse,Group 5,0,60,52.58,High
67,10,Divorced,Group 5,0,40,62.06,Low
58,14,Married-civ-spouse,Group 5,0,35,55.7,High
23,13,Never-married,Group 2,0,38,59.34,Low
31,11,Married-civ-spouse,Group 1,0,40,59.16,Low
28,9,Never-married,Group 5,0,70,60.04,Low
52,7,Married-civ-spouse,Group 3,0,40,56.81,Low
23,9,Never-married,Group 2,0,40,64.74,Low
21,9,Never-married,Group 2,0,40,65.66,Low
28,13,Married-civ-spouse,Group 5,0,57,61.26,High
43,14,Married-civ-spouse,Group 5,0,35,65.92,High
36,13,Never-married,Group 5,0,30,52.63,Low
27,13,Married-civ-spouse,Group 3,0,40,62.06,Low
56,9,Married-civ-spouse,Group 3,0,40,52.41,High
31,9,Never-married,Group 2,0,40,61.71,Low
39,14,Never-married,Group 4,0,40,58.47,Low
22,10,Never-married,Group 2,0,40,51.65,Low
37,13,Never-married,Group 1,0,39,57.13,Low
29,9,Married-civ-spouse,Group 3,0,40,64.78,High
58,9,Separated,Group 2,0,40,71.45,Low
43,9,Married-civ-spouse,Group 3,0,40,59.3,Low
21,10,Married-civ-spouse,Group 1,0,30,58.24,Low
34,13,Divorced,Group 5,0,50,58.75,High
56,9,Widowed,Group 2,0,40,59.52,Low
43,9,Married-civ-spouse,Group 1,0,80,62.53,High
44,10,Married-civ-spouse,Group 2,0,45,57.82,Low
45,12,Divorced,Group 2,0,40,63.3,Low
33,9,Married-civ-spouse,Group 3,0,40,60.33,Low
40,9,Married-civ-spouse,Group 4,0,40,58.02,Low
66,10,Widowed,Group 2,0,20,61.96,Low
27,4,Never-married,Group 1,0,30,59.51,Low
65,2,Married-civ-spouse,Group 1,0,35,57.8,Low
20,9,Never-married,Group 4,0,32,59.23,Low
18,7,Never-married,Group 1,0,20,62.46,Low
45,13,Married-spouse-absent,Group 5,0,38,55.98,Low
55,9,Separated,Group 3,0,60,58.3,Low
43,9,Divorced,Group 2,0,40,63.08,Low
21,10,Never-married,Group 3,0,35,57.31,Low
28,9,Never-married,Group 2,0,40,57.95,Low
23,12,Never-married,Group 2,0,40,54.77,Low
28,13,Married-civ-spouse,Group 5,0,40,68.24,Low
21,9,Married-civ-spouse,Group 2,0,43,55.42,High
23,9,Separated,Group 2,0,40,68.05,Low
63,9,Widowed,Group 5,0,40,59.29,Low
60,10,Married-civ-spouse,Group 3,0,40,56.9,High
32,10,Never-married,Group 1,3674,40,60.33,Low
33,9,Never-married,Group 1,0,40,70.47,Low
30,8,Married-civ-spouse,Group 3,3908,40,51.62,Low
68,9,Married-civ-spouse,Group 3,0,25,59.33,Low
53,12,Married-civ-spouse,Group 4,0,45,66.53,High
36,10,Married-civ-spouse,Group 2,0,40,64.11,High
23,13,Never-married,Group 5,0,50,56.55,Low
26,9,Never-married,Group 2,0,40,62.24,Low
42,13,Never-married,Group 5,0,38,62.82,Low
20,9,Never-married,Group 3,0,40,55.74,Low
53,9,Divorced,Group 2,0,45,64.96,Low
36,9,Never-married,Group 2,0,40,59.16,Low
47,10,Separated,Group 5,0,40,65.58,Low
35,12,Married-civ-spouse,Group 1,0,40,54.64,Low
32,13,Never-married,Group 5,0,40,58.07,Low
41,15,Married-civ-spouse,Group 5,0,45,63.54,High
22,9,Never-married,Group 5,0,48,60.68,Low
28,9,Married-civ-spouse,Group 3,0,40,59.34,High
42,9,Married-civ-spouse,Group 2,0,40,63.24,Low
51,10,Married-civ-spouse,Group 3,0,50,61.96,High
33,13,Married-civ-spouse,Group 5,0,45,62.32,High
22,10,Married-civ-spouse,Group 3,0,45,62.05,Low
60,9,Divorced,Group 3,0,33,66.37,Low
50,14,Married-civ-spouse,Group 5,0,60,60.54,High
58,9,Married-civ-spouse,Group 3,3137,16,66.71,Low
22,10,Never-married,Group 1,0,60,61.56,Low
47,14,Married-civ-spouse,Group 5,0,45,59.86,High
28,13,Never-married,Group 3,0,50,60.27,Low
38,16,Married-civ-spouse,Group 5,0,60,59.83,High
67,13,Married-civ-spouse,Group 5,4931,30,62.99,Low
76,13,Married-civ-spouse,Group 2,6514,40,47.62,High
41,14,Married-civ-spouse,Group 5,0,55,63.24,High
57,14,Married-civ-spouse,Group 5,0,50,61.01,High
22,10,Never-married,Group 5,0,40,57.88,Low
38,13,Married-civ-spouse,Group 5,0,45,63.7,Low
30,12,Married-civ-spouse,Group 5,0,40,57.47,High
30,13,Married-civ-spouse,Group 3,0,40,55.3,High
27,9,Never-married,Group 2,2202,40,65.12,Low
22,9,Never-married,Group 3,0,20,62.35,Low
40,7,Married-civ-spouse,Group 5,15024,20,51.44,High
73,13,Divorced,Group 2,0,12,60.97,Low
23,13,Married-civ-spouse,Group 5,2407,6,63.79,Low
51,13,Married-civ-spouse,Group 5,0,60,66.27,High
29,9,Married-civ-spouse,Group 2,0,40,55.92,Low
46,14,Never-married,Group 5,0,40,60.43,Low
29,9,Never-married,Group 5,0,16,64.26,Low
34,13,Never-married,Group 3,0,35,58.23,Low
38,14,Never-married,Group 5,0,48,59.18,Low
62,16,Never-married,Group 5,0,50,61.4,High
30,9,Divorced,Group 1,0,50,58.01,Low
20,10,Never-married,Group 4,0,40,62.61,Low
40,7,Divorced,Group 1,0,36,53.59,Low
37,9,Separated,Group 4,0,35,54.34,Low
56,4,Married-civ-spouse,Group 3,0,40,56.88,Low
63,10,Married-civ-spouse,Group 5,0,50,62.12,Low
25,9,Never-married,Group 1,0,40,52.71,Low
40,9,Separated,Group 3,0,40,53.78,Low
53,6,Married-civ-spouse,Group 3,0,40,56.22,Low
23,13,Never-married,Group 5,0,40,62.54,Low
32,6,Never-married,Group 2,0,40,62.35,Low
33,10,Divorced,Group 1,0,40,60.66,Low
50,9,Never-married,Group 2,0,40,62.66,Low
37,10,Divorced,Group 2,0,40,63.45,Low
29,13,Divorced,Group 5,2463,15,63.81,Low
28,10,Never-married,Group 2,0,40,68.13,Low
46,10,Married-civ-spouse,Group 3,0,40,61.04,High
42,9,Married-civ-spouse,Group 3,5178,40,65.77,High
21,5,Never-married,Group 3,0,30,63.27,Low
24,12,Never-married,Group 2,0,30,58.2,Low
53,5,Divorced,Group 3,0,50,61.84,Low
54,9,Married-civ-spouse,Group 3,0,45,60.05,Low
36,11,Divorced,Group 3,0,40,57.07,Low
52,9,Married-civ-spouse,Group 3,5013,40,62.05,Low
71,9,Widowed,Group 2,0,25,66.41,Low
36,9,Married-civ-spouse,Group 3,0,40,64.25,Low
52,4,Married-civ-spouse,Group 1,0,40,62.91,Low
38,9,Married-civ-spouse,Group 4,0,48,61.97,Low
56,13,Divorced,Group 5,0,40,57.97,Low
52,9,Married-civ-spouse,Group 3,0,40,66.83,High
55,10,Divorced,Group 2,0,40,63.59,Low
31,13,Married-civ-spouse,Group 2,0,45,66.24,Low
51,9,Married-civ-spouse,Group 3,0,65,60.24,Low
23,13,Never-married,Group 1,0,50,64.41,Low
40,12,Divorced,Group 2,0,40,63.95,Low
20,10,Never-married,Group 2,0,28,55.04,Low
36,10,Divorced,Group 2,0,40,58.53,Low
22,13,Never-married,Group 1,0,35,59.39,Low
49,13,Married-civ-spouse,Group 3,0,55,64.63,High
35,13,Married-civ-spouse,Group 5,15024,55,55.11,High
31,13,Married-civ-spouse,Group 5,0,40,61.55,Low
43,9,Never-married,Group 3,0,20,57.97,Low
48,10,Married-civ-spouse,Group 3,0,70,64.8,Low
53,9,Never-married,Group 1,0,40,57.85,Low
26,9,Never-married,Group 2,0,40,63.98,Low
35,10,Married-civ-spouse,Group 4,5013,40,58.18,Low
37,10,Never-married,Group 2,0,40,62.23,Low
55,9,Married-civ-spouse,Group 3,0,15,59.05,Low
27,9,Never-married,Group 1,0,45,64.99,Low
47,9,Never-married,Group 1,0,45,58.03,Low
44,13,Married-civ-spouse,Group 5,0,40,66.39,High
47,11,Married-civ-spouse,Group NA,0,45,58.1,Low
24,9,Married-civ-spouse,Group 3,0,45,61.94,Low
23,12,Never-married,Group 2,0,70,68.76,Low
37,9,Never-married,Group 1,0,32,60.82,Low
32,9,Married-civ-spouse,Group 2,0,60,63.34,Low
43,14,Divorced,Group 5,0,38,60.81,High
30,13,Never-married,Group 2,3325,40,62.91,Low
36,13,Married-civ-spouse,Group 5,0,40,60.98,High
21,10,Divorced,Group 3,0,40,61.1,Low
40,9,Divorced,Group 2,0,32,53.04,Low
52,9,Married-civ-spouse,Group 1,0,38,57.01,Low
40,13,Married-spouse-absent,Group 3,0,40,61.01,High
54,14,Married-civ-spouse,Group 5,0,60,63.3,High
45,13,Divorced,Group 3,0,50,53.56,Low
28,13,Widowed,Group 1,0,50,63.34,Low
30,10,Married-civ-spouse,Group 4,0,45,64.12,Low
31,9,Married-civ-spouse,Group 2,0,40,65.87,High
42,13,Divorced,Group 4,0,60,57.09,High
24,11,Married-civ-spouse,Group 2,0,40,59.26,Low
45,14,Married-civ-spouse,Group 5,0,40,67.5,High
51,16,Divorced,Group 5,0,45,55.63,High
29,13,Never-married,Group 3,0,40,56.68,High
35,9,Never-married,Group 3,0,40,55.56,Low
24,3,Never-married,Group 2,0,40,63.92,Low
34,9,Married-civ-spouse,Group 2,0,40,55.22,Low
29,9,Never-married,Group 1,0,20,53.13,Low
42,13,Married-civ-spouse,Group 5,0,40,60.17,High
19,10,Never-married,Group NA,0,20,57.82,Low
33,13,Never-married,Group 5,0,55,59.32,High
32,9,Never-married,Group 2,0,40,68.12,Low
34,14,Married-civ-spouse,Group 5,15024,45,56,High
27,9,Married-civ-spouse,Group 2,2580,40,61.05,Low
36,9,Married-civ-spouse,Group 3,7298,35,63.07,High
39,10,Married-civ-spouse,Group 4,0,48,62.95,Low
33,9,Married-civ-spouse,Group 2,0,40,59.85,Low
48,9,Divorced,Group 1,0,35,52.14,Low
27,10,Married-civ-spouse,Group 3,0,40,61.5,Low
33,10,Married-civ-spouse,Group 2,0,40,72.3,Low
28,9,Never-married,Group 3,0,40,60.81,Low
17,7,Never-married,Group 1,0,16,58.1,Low
38,9,Married-civ-spouse,Group 3,0,44,56.9,Low
28,9,Married-civ-spouse,Group 3,2105,40,61.74,Low
22,10,Never-married,Group NA,0,20,56.65,Low
41,9,Never-married,Group 1,0,40,61.2,Low
42,5,Never-married,Group 2,0,40,64.19,Low
36,4,Never-married,Group 2,0,60,58.02,Low
37,14,Married-civ-spouse,Group 5,0,40,56.38,High
38,13,Married-civ-spouse,Group 5,0,40,65.3,High
55,10,Married-civ-spouse,Group 5,0,40,54.42,Low
55,13,Married-civ-spouse,Group 3,0,60,61.6,High
36,10,Married-spouse-absent,Group 5,0,40,64.09,High
32,10,Never-married,Group NA,0,40,53.87,Low
52,13,Divorced,Group 2,0,45,59.18,Low
20,9,Never-married,Group 1,0,20,63.16,Low
43,10,Married-civ-spouse,Group 3,0,40,64.1,High
35,9,Never-married,Group 2,0,40,59.64,Low
61,3,Married-civ-spouse,Group 2,0,37,56.64,Low
30,12,Married-civ-spouse,Group 5,0,60,60.55,Low
38,13,Married-civ-spouse,Group 5,0,40,64.37,High
31,10,Never-married,Group 2,0,40,59.44,Low
21,10,Never-married,Group 2,0,40,55.92,Low
28,9,Married-civ-spouse,Group 4,0,40,56.77,Low
57,11,Divorced,Group 5,0,50,57.85,Low
19,9,Never-married,Group 5,0,40,51.87,Low
18,10,Never-married,Group NA,0,45,58.52,Low
34,13,Married-civ-spouse,Group 3,4508,35,60.41,Low
42,11,Married-civ-spouse,Group 3,0,52,65.78,Low
36,9,Married-civ-spouse,Group 3,0,40,67.73,High
33,13,Never-married,Group 2,0,40,58.41,Low
32,15,Married-civ-spouse,Group 5,0,40,57.2,High
41,16,Married-civ-spouse,Group 5,99999,60,65.88,High
23,13,Never-married,Group 4,0,40,60.44,Low
31,11,Divorced,Group 3,0,40,61.01,Low
38,6,Never-married,Group 1,0,40,53.48,Low
51,9,Married-civ-spouse,Group 3,0,40,58.75,Low
36,9,Never-married,Group 5,0,40,67.12,Low
38,10,Married-civ-spouse,Group NA,0,40,68.96,Low
57,10,Divorced,Group 2,0,40,66.34,Low
20,9,Never-married,Group 3,0,55,54.51,Low
66,13,Married-civ-spouse,Group 3,0,40,61.21,High
22,9,Never-married,Group 2,0,40,63.87,Low
46,6,Married-civ-spouse,Group 2,0,99,63.05,High
38,14,Married-civ-spouse,Group 5,7298,50,57.73,High
63,6,Widowed,Group NA,0,40,65.97,Low
43,14,Married-civ-spouse,Group 5,0,60,63.82,High
37,9,Married-civ-spouse,Group 4,0,35,60.07,Low
22,13,Never-married,Group 5,0,20,58.4,Low
58,9,Divorced,Group 3,0,23,62.75,Low
43,9,Widowed,Group 3,0,40,59.63,Low
55,14,Married-spouse-absent,Group 5,0,38,60.89,Low
45,9,Married-civ-spouse,Group 5,0,40,63.79,Low
48,13,Married-civ-spouse,Group 5,0,55,56.44,High
36,13,Married-civ-spouse,Group 5,4386,50,65.08,High
73,4,Never-married,Group 2,0,99,57.43,Low
29,9,Married-civ-spouse,Group 4,0,40,62.49,Low
36,9,Married-civ-spouse,Group 5,0,50,63.04,High
57,13,Married-civ-spouse,Group 5,0,50,59.43,High
25,10,Divorced,Group NA,0,40,55.76,Low
32,11,Separated,Group 4,0,40,62.88,Low
34,13,Never-married,Group 5,0,40,57.04,High
20,12,Never-married,Group 2,0,20,64.9,Low
51,9,Married-civ-spouse,Group 3,0,40,52.16,Low
51,10,Married-civ-spouse,Group 5,0,40,57.05,Low
45,10,Divorced,Group 5,0,48,65.68,Low
68,9,Widowed,Group 3,0,35,60.79,Low
73,10,Married-civ-spouse,Group 4,0,40,60.02,Low
18,4,Never-married,Group 1,0,20,60.52,Low
35,9,Married-civ-spouse,Group 3,0,40,54.47,Low
58,9,Married-civ-spouse,Group 2,0,40,66.22,High
38,9,Never-married,Group 2,0,55,63.54,Low
62,10,Divorced,Group NA,0,40,59.76,Low
31,9,Married-civ-spouse,Group 3,0,40,56.57,Low
18,9,Never-married,Group 2,0,40,53.05,Low
35,10,Never-married,Group 4,0,32,58.59,Low
51,14,Divorced,Group 1,0,18,63.06,High
49,10,Married-civ-spouse,Group 3,0,44,56.41,High
51,13,Never-married,Group 5,0,55,59.66,Low
28,9,Never-married,Group 2,0,40,60.22,Low
21,12,Never-married,Group NA,0,48,62.96,Low
32,13,Never-married,Group 5,0,40,59.94,High
50,11,Married-civ-spouse,Group 4,0,40,61.06,High
47,13,Married-civ-spouse,Group 5,0,40,62.41,High
54,9,Married-civ-spouse,Group 4,0,38,63.42,Low
41,11,Never-married,Group 1,0,45,57.67,Low
29,9,Separated,Group 3,0,40,57.68,Low
52,6,Married-civ-spouse,Group 5,0,40,54.61,Low
19,10,Never-married,Group NA,0,40,66.75,Low
33,14,Married-civ-spouse,Group 5,0,60,56.53,High
37,9,Married-civ-spouse,Group 3,0,55,65.35,Low
62,10,Married-civ-spouse,Group NA,0,15,66.21,Low
27,11,Divorced,Group 1,0,40,55.59,Low
46,9,Married-civ-spouse,Group 5,3103,50,55.66,High
45,14,Married-civ-spouse,Group 5,0,50,57.2,High
35,9,Married-civ-spouse,Group 2,0,40,61.15,Low
32,9,Married-civ-spouse,Group 3,0,45,61.86,Low
32,9,Married-civ-spouse,Group 5,0,60,57.76,High
36,10,Married-civ-spouse,Group 3,0,55,57.71,Low
62,4,Married-civ-spouse,Group NA,0,10,53.07,Low
33,9,Never-married,Group 3,0,34,59.8,Low
51,10,Married-spouse-absent,Group 3,0,40,55.93,Low
29,10,Never-married,Group 3,0,40,59.61,Low
29,9,Married-civ-spouse,Group 3,0,40,58.01,Low
52,10,Never-married,Group 2,0,32,62.04,Low
33,9,Divorced,Group 2,0,40,55.64,Low
32,10,Divorced,Group 2,0,40,55.86,Low
35,9,Never-married,Group 4,0,40,59.03,Low
23,13,Never-married,Group 5,0,40,55.65,Low
56,10,Married-civ-spouse,Group 3,0,70,60.75,Low
41,9,Never-married,Group 1,0,40,59.96,Low
33,11,Married-civ-spouse,Group 3,0,40,64.06,Low
35,13,Married-civ-spouse,Group 5,0,60,59.03,High
76,10,Widowed,Group 3,0,20,62.8,Low
38,9,Married-civ-spouse,Group 2,0,50,66.64,Low
42,9,Divorced,Group 3,0,40,64.2,Low
45,14,Married-civ-spouse,Group 5,0,50,60.15,High
22,10,Married-civ-spouse,Group 4,0,40,56.75,Low
30,13,Married-civ-spouse,Group 5,15024,65,59.64,High
59,10,Divorced,Group 2,0,40,63.95,Low
33,13,Married-civ-spouse,Group 5,0,50,58.32,Low
30,12,Never-married,Group 1,0,40,61.04,Low
43,9,Divorced,Group 2,0,40,55.28,Low
26,9,Never-married,Group 1,0,20,56.69,Low
34,14,Married-civ-spouse,Group 5,15024,60,66.16,High
53,9,Never-married,Group 3,0,40,62.63,Low
26,10,Never-married,Group 5,0,40,57.69,Low
66,9,Married-civ-spouse,Group 3,0,40,62.28,Low
34,5,Married-civ-spouse,Group 3,0,45,68.17,Low
57,4,Widowed,Group 2,0,40,59.28,Low
30,9,Divorced,Group 2,0,40,65.63,Low
18,10,Never-married,Group NA,0,20,54.61,Low
23,13,Never-married,Group 1,0,25,65.23,Low
35,14,Married-civ-spouse,Group 5,15024,50,55.72,High
40,13,Never-married,Group 3,0,40,59.32,Low
45,14,Married-civ-spouse,Group 5,0,45,65.11,High
28,9,Married-civ-spouse,Group 2,0,40,61.58,Low
35,13,Married-civ-spouse,Group 5,0,55,61.12,High
17,7,Widowed,Group NA,0,40,55.71,Low
51,9,Married-civ-spouse,Group 5,0,60,52.58,Low
47,10,Divorced,Group 5,0,30,55.6,Low
27,10,Divorced,Group NA,0,25,53.79,Low
24,10,Never-married,Group 2,0,48,66.63,Low
52,10,Divorced,Group 2,0,40,58.41,Low
20,9,Never-married,Group 2,4416,53,58.4,Low
68,9,Married-civ-spouse,Group 2,0,65,57.55,Low
35,10,Married-civ-spouse,Group 3,0,45,61.93,High
53,14,Divorced,Group 5,2174,40,58.22,Low
23,10,Never-married,Group 3,0,40,64.48,Low
35,7,Divorced,Group 3,0,40,59.99,Low
21,10,Never-married,Group 2,0,20,53.46,Low
52,14,Never-married,Group 5,0,55,63.29,Low
49,10,Married-civ-spouse,Group 2,0,40,57.48,High
42,9,Never-married,Group 1,0,50,63.91,Low
35,13,Married-civ-spouse,Group 5,0,37,58.26,High
42,13,Married-civ-spouse,Group 3,15024,40,58.34,High
46,10,Divorced,Group 5,0,40,59.97,High
48,10,Divorced,Group 3,0,55,61.13,Low
48,11,Married-civ-spouse,Group 3,0,40,61.22,High
52,9,Married-civ-spouse,Group 2,0,46,60.5,Low
51,13,Married-civ-spouse,Group 4,0,50,62.89,High
44,10,Married-spouse-absent,Group 5,0,80,57.68,Low
74,8,Married-civ-spouse,Group 1,1409,20,62.02,Low
17,7,Never-married,Group NA,0,20,56.74,Low
24,9,Never-married,Group 2,0,40,61.67,Low
51,9,Married-civ-spouse,Group 3,0,45,65.01,Low
43,15,Married-civ-spouse,Group 5,0,55,64.71,High
48,9,Divorced,Group 2,0,48,60.53,Low
35,9,Divorced,Group 3,0,40,52.14,Low
40,14,Never-married,Group 5,0,40,61.31,Low
52,9,Widowed,Group 1,0,43,56.63,Low
53,13,Married-civ-spouse,Group 5,0,45,66.18,High
29,9,Married-civ-spouse,Group NA,0,40,54.44,Low
28,11,Married-civ-spouse,Group 2,0,80,63.09,Low
33,10,Married-civ-spouse,Group 2,4064,40,53.12,Low
21,10,Never-married,Group 1,0,22,55.59,Low
31,10,Never-married,Group 3,0,40,57.98,Low
39,10,Married-civ-spouse,Group 3,0,30,60.39,High
44,14,Married-civ-spouse,Group 5,0,30,62.19,High
40,13,Married-civ-spouse,Group 5,0,60,63.73,High
22,13,Married-civ-spouse,Group 5,0,20,60.17,Low
22,13,Never-married,Group NA,0,40,62.59,Low
60,10,Widowed,Group 5,0,70,64.25,Low
49,10,Never-married,Group 1,0,90,62.98,Low
41,10,Separated,Group 5,0,50,55.79,Low
24,11,Never-married,Group 2,0,40,63.04,Low
26,10,Divorced,Group 2,0,40,61.52,Low
55,9,Separated,Group 2,0,40,64.43,Low
36,9,Never-married,Group 5,0,41,58,Low
49,10,Married-civ-spouse,Group 4,0,40,68.23,Low
23,9,Never-married,Group 1,0,20,64.16,Low
23,9,Married-civ-spouse,Group 1,0,35,58.49,Low
64,9,Married-civ-spouse,Group 3,0,30,56.54,High
50,14,Married-civ-spouse,Group 3,0,50,58.39,High
23,10,Married-civ-spouse,Group 3,0,50,63.68,Low
28,13,Married-civ-spouse,Group 5,0,40,59.18,High
31,9,Married-civ-spouse,Group 2,0,50,57.03,Low
30,10,Never-married,Group 2,0,40,59.81,Low
44,8,Married-civ-spouse,Group 3,0,40,61.43,Low
24,9,Never-married,Group 2,0,40,60.66,Low
19,10,Never-married,Group 1,0,20,59.92,Low
20,10,Never-married,Group 1,0,40,57.61,Low
30,13,Married-civ-spouse,Group 4,0,40,61.79,High
36,10,Divorced,Group 1,0,40,55.87,Low
28,8,Never-married,Group 5,0,40,60.99,Low
58,13,Married-civ-spouse,Group 4,0,40,66.22,High
48,9,Married-civ-spouse,Group 3,0,40,67.51,Low
35,13,Never-married,Group 5,0,55,62.49,Low
53,9,Divorced,Group 3,0,30,56.73,Low
55,5,Married-civ-spouse,Group 2,0,40,59.6,Low
24,9,Never-married,Group 2,0,40,59.98,Low
28,9,Never-married,Group 1,0,40,58.15,Low
31,14,Never-married,Group 5,0,45,65.72,Low
23,10,Never-married,Group 5,0,40,60.86,Low
22,10,Never-married,Group NA,0,40,69.02,Low
77,15,Married-civ-spouse,Group NA,1455,25,65.4,Low
38,6,Divorced,Group 3,0,40,65.74,Low
20,11,Never-married,Group NA,0,15,62.25,Low
31,9,Married-civ-spouse,Group 3,0,40,59.94,High
29,5,Married-civ-spouse,Group 3,0,40,55.56,Low
20,10,Married-civ-spouse,Group 3,0,40,55.98,Low
62,9,Married-civ-spouse,Group 1,0,20,56.26,Low
28,14,Divorced,Group 3,0,54,65.43,Low
49,5,Married-civ-spouse,Group 3,0,40,59.72,Low
34,13,Married-civ-spouse,Group 5,0,35,54.36,Low
51,13,Married-civ-spouse,Group 3,0,8,53.71,Low
32,9,Married-civ-spouse,Group 3,2829,40,54.84,Low
44,9,Married-civ-spouse,Group 3,0,40,56.55,Low
40,13,Married-civ-spouse,Group 5,0,50,61.11,High
