pedestrians,weather,temperature,precipitation,hour,weekday,temp_forecast
1224,clear-day,38,0,13,Wednesday,35.23529412
2037,cloudy,61,0,16,Sunday,61
2213,clear-day,43,0.0045,16,Sunday,38.58823529
464,partly-cloudy-night,34,0,18,Friday,31.11764706
802,partly-cloudy-day,39,0,10,Monday,38.41176471
1862,clear-day,70,0,19,Monday,67.94117647
111,clear-night,42,0,6,Monday,54.23529412
1766,partly-cloudy-day,54,8.00E-04,17,Wednesday,48.52941176
2335,partly-cloudy-day,55,4.00E-04,11,Friday,51.88235294
27,rain,50,0.04,7,Saturday,53.58823529
3256,clear-day,71,0,16,Saturday,66.05882353
216,clear-night,56,0,22,Tuesday,61.64705882
597,partly-cloudy-night,80,9.00E-04,21,Wednesday,78.94117647
811,clear-day,54,6.00E-04,11,Friday,49.82352941
325,clear-day,54,0,7,Tuesday,61.64705882
386,partly-cloudy-day,64,0,8,Tuesday,71.70588235
755,clear-day,71,0,9,Friday,77.64705882
511,rain,59,0.0395,16,Wednesday,60
113,fog,55,3.00E-04,22,Saturday,53.58823529
2319,clear-day,77,0,12,Saturday,73.41176471
1083,clear-day,41,0.0088,17,Friday,36.35294118
2202,clear-day,69,0,15,Monday,64.41176471
554,clear-night,77,0,22,Friday,77.64705882
1669,clear-day,48,0,14,Friday,42.47058824
1480,partly-cloudy-day,47,0,15,Wednesday,43.82352941
143,clear-day,39,0,7,Saturday,52.29411765
712,partly-cloudy-day,44,4.00E-04,12,Thursday,41.29411765
1267,cloudy,66,0.0033,15,Thursday,65.23529412
635,clear-day,28,9.00E-04,10,Thursday,28.76470588
1454,clear-day,41,0,13,Monday,39.76470588
618,partly-cloudy-day,37,2.00E-04,17,Tuesday,34.76470588
47,snow,32,0.0805,17,Wednesday,33.94117647
18,snow,33,0.0223,6,Monday,36.52941176
1454,clear-day,79,0,10,Thursday,79.88235294
996,clear-night,63,0,18,Tuesday,56.58823529
121,partly-cloudy-night,42,0,6,Thursday,52.11764706
79,clear-night,29,0,7,Sunday,36.11764706
1821,clear-day,36,0,13,Sunday,36.11764706
2262,clear-day,65,0,14,Thursday,61.23529412
1977,clear-day,70,0,15,Wednesday,63.70588235
647,clear-night,55,0,20,Thursday,52.11764706
1154,clear-night,68,0,20,Friday,66.29411765
1113,partly-cloudy-day,50,0,15,Wednesday,43.94117647
90,partly-cloudy-day,37,3.00E-04,7,Tuesday,44.23529412
69,partly-cloudy-night,39,0.0015,20,Friday,37.88235294
1179,clear-day,60,0,16,Wednesday,50.52941176
199,partly-cloudy-day,36,0,8,Monday,30.82352941
373,partly-cloudy-day,41,8.00E-04,19,Tuesday,42.70588235
35,rain,66,0.0369,6,Sunday,61
2122,clear-day,49,0,17,Saturday,43.35294118
49,partly-cloudy-night,44,0,6,Thursday,50.82352941
284,partly-cloudy-day,61,0,8,Sunday,60.05882353
292,partly-cloudy-night,43,0,20,Thursday,42.94117647
2024,clear-day,69,0,16,Thursday,64.35294118
19,snow,33,0.0654,18,Wednesday,33.94117647
88,clear-day,34,0,7,Sunday,39.52941176
1694,clear-day,66,0,18,Thursday,64.35294118
86,clear-night,43,3.00E-04,6,Monday,46.05882353
775,partly-cloudy-day,40,0.0025,17,Tuesday,35.94117647
922,cloudy,36,0,16,Tuesday,31.94117647
782,partly-cloudy-day,34,0,12,Tuesday,34.76470588
1370,clear-day,76,7.00E-04,19,Friday,72.35294118
47,partly-cloudy-day,34,0.0231,17,Friday,35.52941176
1631,partly-cloudy-day,36,0,16,Saturday,33.64705882
575,partly-cloudy-day,45,0,19,Friday,42.47058824
144,partly-cloudy-day,53,0.0055,8,Friday,49.82352941
89,rain,52,0.2784,11,Monday,50.29411765
1778,partly-cloudy-day,72,0,17,Tuesday,68.29411765
995,clear-day,33,0,17,Tuesday,31.58823529
1379,clear-day,48,0,12,Wednesday,43.82352941
1710,partly-cloudy-day,69,3.00E-04,16,Monday,62
532,partly-cloudy-day,39,0,9,Tuesday,39.52941176
2181,clear-day,75,0,14,Monday,64.88235294
4059,clear-day,50,0,12,Saturday,46.82352941
1011,wind,41,0,12,Sunday,40.11764706
359,partly-cloudy-night,58,0.0048,21,Sunday,61
108,partly-cloudy-night,44,0.0031,22,Saturday,47.35294118
2173,clear-day,84,0,17,Saturday,78.82352941
332,cloudy,37,0,20,Saturday,36.41176471
120,clear-night,44,0,6,Tuesday,55.58823529
208,cloudy,40,0.0011,8,Saturday,41.94117647
874,partly-cloudy-day,42,0.0018,15,Sunday,41.94117647
1094,partly-cloudy-day,48,0,10,Monday,47.70588235
2254,clear-day,84,0.0029,17,Friday,77.64705882
189,clear-day,37,0,8,Saturday,41.76470588
237,cloudy,64,0,7,Wednesday,66
1060,snow,39,0.0281,15,Thursday,36.47058824
644,clear-night,50,0,20,Sunday,51.35294118
2119,clear-day,80,0.0013,14,Thursday,74.29411765
1801,clear-day,76,0,19,Thursday,74.29411765
1000,clear-day,44,0.0017,10,Monday,43.23529412
445,partly-cloudy-night,41,2.00E-04,19,Monday,38.41176471
233,fog,48,0,8,Tuesday,56.58823529
517,clear-day,61,0,8,Tuesday,66.52941176
93,clear-night,42,0,22,Tuesday,44.23529412
2155,rain,54,0.0438,11,Saturday,54.88235294
1601,clear-day,78,0,18,Friday,75.52941176
321,clear-day,40,0,8,Tuesday,47
1098,rain,53,0.1607,16,Sunday,52.58823529
1641,clear-day,76,0,10,Friday,77.64705882
187,clear-day,26,0,8,Friday,31.11764706
52,rain,35,0.1035,10,Friday,35.52941176
1927,clear-day,42,0.0161,12,Sunday,39.52941176
326,cloudy,65,7.00E-04,21,Thursday,65.23529412
1918,partly-cloudy-day,62,0,12,Thursday,60.52941176
172,partly-cloudy-day,53,0,6,Thursday,60.52941176
283,clear-night,54,0,22,Saturday,52.29411765
260,partly-cloudy-night,52,0,19,Thursday,51.82352941
61,rain,45,0.0443,21,Saturday,42.64705882
229,clear-day,33,1.00E-04,8,Saturday,36.41176471
446,rain,57,0.033,14,Wednesday,55.23529412
126,partly-cloudy-night,33,0,22,Tuesday,31.58823529
1616,partly-cloudy-day,40,0,11,Sunday,39.23529412
58,partly-cloudy-day,34,0.0052,7,Wednesday,33.94117647
15,partly-cloudy-night,36,0.0011,22,Friday,35.52941176
262,partly-cloudy-night,60,2.00E-04,22,Wednesday,66
166,partly-cloudy-night,28,0,20,Thursday,28.76470588
2124,clear-day,60,0,15,Monday,54.23529412
324,clear-day,35,0,9,Monday,38.41176471
1424,clear-day,50,0,17,Monday,46.05882353
49,rain,42,0.0457,19,Wednesday,34.76470588
1765,clear-day,66,0,11,Monday,64.41176471
1101,partly-cloudy-day,50,0,12,Thursday,50.82352941
1028,partly-cloudy-day,63,7.00E-04,11,Wednesday,60
756,partly-cloudy-day,61,0,20,Wednesday,63.52941176
2879,clear-day,63,0,15,Sunday,54.82352941
75,partly-cloudy-night,44,0,6,Sunday,51.35294118
59,clear-night,38,0,22,Monday,39.41176471
200,clear-day,31,0,8,Wednesday,35.23529412
114,partly-cloudy-day,68,0,7,Sunday,66.05882353
179,partly-cloudy-night,42,0,22,Saturday,43.35294118
1394,partly-cloudy-day,68,0,19,Monday,62
197,clear-night,43,0,21,Tuesday,44.23529412
279,partly-cloudy-night,54,0,21,Friday,47.41176471
1720,clear-day,63,0,10,Friday,66.29411765
383,clear-day,73,0,8,Saturday,80.29411765
206,clear-day,34,0,8,Friday,35.76470588
1539,clear-day,44,0,15,Monday,39.41176471
506,clear-night,58,0,21,Wednesday,63.70588235
195,partly-cloudy-night,46,0,22,Friday,51.88235294
990,partly-cloudy-day,63,0.0047,10,Tuesday,60.82352941
108,partly-cloudy-night,35,0,21,Sunday,39.70588235
371,rain,47,0.23,12,Sunday,49.29411765
137,clear-day,25,0,7,Tuesday,31.58823529
565,rain,40,0.0416,14,Tuesday,39.52941176
2524,clear-day,62,0,14,Friday,61.11764706
1014,partly-cloudy-day,32,0.001,13,Friday,31.11764706
581,clear-night,39,7.00E-04,19,Sunday,39.52941176
1704,partly-cloudy-day,61,0,11,Sunday,60.05882353
99,partly-cloudy-day,43,0,7,Saturday,47.35294118
241,partly-cloudy-night,38,0,21,Thursday,39.23529412
23,partly-cloudy-night,36,0,6,Wednesday,32.29411765
240,partly-cloudy-day,53,0.0124,9,Friday,52.70588235
473,partly-cloudy-day,60,0,8,Wednesday,63.52941176
530,clear-night,55,0,21,Saturday,52.29411765
558,clear-day,37,0,9,Friday,42.47058824
1860,partly-cloudy-day,70,0,11,Wednesday,71.52941176
15,rain,46,0.3192,9,Monday,50.29411765
1324,cloudy,41,0,14,Monday,38.41176471
812,clear-night,49,0,18,Monday,46.05882353
496,partly-cloudy-night,40,0,20,Sunday,39.23529412
584,partly-cloudy-day,65,0.0033,11,Thursday,65.23529412
2023,partly-cloudy-day,83,0,12,Wednesday,78.94117647
297,rain,57,0.0271,19,Wednesday,60
1606,partly-cloudy-day,44,0.0055,11,Saturday,42.64705882
1920,clear-day,59,0,18,Sunday,54.82352941
2080,clear-day,68,0,16,Thursday,63
262,partly-cloudy-day,55,0,7,Thursday,61.23529412
1953,clear-day,75,0,16,Wednesday,66.05882353
1749,clear-day,74,0,11,Friday,73.41176471
2259,partly-cloudy-day,63,0,14,Monday,60.11764706
1682,partly-cloudy-day,39,0,11,Saturday,41.94117647
1952,clear-day,85,0,14,Tuesday,76.70588235
1200,partly-cloudy-day,52,0,11,Thursday,52.11764706
281,partly-cloudy-night,50,0.0017,20,Monday,50.29411765
1839,cloudy,64,0.0019,12,Sunday,61
1842,clear-day,42,0,14,Tuesday,38.64705882
1932,clear-day,38,0.003,12,Sunday,38.58823529
2518,clear-day,71,3.00E-04,12,Tuesday,67.35294118
101,partly-cloudy-day,63,0,6,Thursday,65.23529412
1946,clear-day,46,0.0059,13,Saturday,41.76470588
775,partly-cloudy-day,35,0,13,Tuesday,34.76470588
223,clear-day,61,0,7,Tuesday,60.82352941
125,partly-cloudy-night,46,0,22,Wednesday,44.05882353
763,rain,52,0.025,10,Saturday,53.58823529
95,snow,31,0.017,11,Wednesday,32.29411765
734,partly-cloudy-day,53,0.0036,15,Friday,49.82352941
54,partly-cloudy-night,36,0,6,Friday,47.41176471
1240,partly-cloudy-day,44,0,17,Monday,39.76470588
1221,partly-cloudy-day,39,0.0109,13,Friday,36.35294118
3051,clear-day,71,0,12,Saturday,63.64705882
208,clear-night,36,0,20,Tuesday,35.94117647
2283,clear-day,66,0,18,Monday,60.11764706
274,clear-day,33,0,8,Monday,39.41176471
219,partly-cloudy-day,36,1.00E-04,8,Wednesday,43.94117647
45,rain,35,0.291,9,Friday,35.52941176
1274,partly-cloudy-day,64,0,11,Wednesday,66.05882353
139,snow,33,0.0129,19,Saturday,33.64705882
862,clear-day,62,0,9,Friday,66.29411765
751,rain,44,0.0517,16,Saturday,42.64705882
1002,clear-day,39,0,10,Friday,42.47058824
2039,partly-cloudy-day,77,0.0016,14,Friday,72.35294118
1414,cloudy,65,0.0035,17,Sunday,66.05882353
1032,clear-day,51,0,12,Wednesday,50.52941176
1730,clear-day,71,0,13,Wednesday,63.70588235
1592,clear-day,43,0,17,Sunday,36.11764706
1855,clear-day,69,0,17,Wednesday,66
504,clear-night,41,0,20,Thursday,39.41176471
1944,clear-day,84,0.0025,18,Friday,77.64705882
164,partly-cloudy-day,46,0,7,Monday,47.70588235
1989,clear-day,37,0,12,Saturday,33.64705882
2423,partly-cloudy-day,43,0,14,Saturday,41.94117647
2498,clear-day,73,0,16,Monday,67.94117647
1759,partly-cloudy-day,88,0,14,Thursday,79.88235294
1150,partly-cloudy-day,41,1.00E-04,11,Wednesday,43.94117647
229,clear-night,38,5.00E-04,21,Monday,36.52941176
2285,partly-cloudy-day,77,0,16,Friday,73.41176471
1710,clear-day,84,0,15,Tuesday,71.70588235
514,clear-day,34,0,9,Sunday,38.11764706
1268,clear-day,41,7.00E-04,12,Monday,38.41176471
709,clear-night,65,0,21,Saturday,66.05882353
127,partly-cloudy-day,36,0,7,Friday,37.88235294
295,clear-day,27,0,9,Thursday,28.76470588
51,cloudy,39,3.00E-04,6,Sunday,39.70588235
997,partly-cloudy-day,55,0.0025,15,Monday,50.29411765
1014,clear-day,38,0,11,Thursday,39.23529412
58,cloudy,54,0.0031,6,Monday,61.70588235
743,clear-day,72,0,9,Saturday,73.41176471
75,partly-cloudy-night,48,0,6,Saturday,56.82352941
719,partly-cloudy-day,33,0,12,Tuesday,31.94117647
53,clear-night,38,0,6,Saturday,52.29411765
256,clear-day,60,0,6,Wednesday,78.94117647
1547,cloudy,61,0,12,Monday,62
1381,partly-cloudy-day,41,2.00E-04,11,Sunday,39.70588235
2509,partly-cloudy-day,74,0,11,Sunday,73.05882353
2789,partly-cloudy-day,55,0,14,Sunday,51.58823529
132,clear-night,44,0,22,Wednesday,48.52941176
452,partly-cloudy-night,46,0.0084,18,Saturday,47.35294118
33,snow,32,0.016,21,Wednesday,32.29411765
1824,clear-day,70,5.00E-04,19,Friday,69.17647059
1127,partly-cloudy-day,67,0,10,Sunday,66.05882353
2385,clear-day,76,0.0024,15,Tuesday,67.35294118
519,clear-day,57,0,8,Wednesday,63.70588235
250,rain,42,0.0448,11,Sunday,41.94117647
1559,cloudy,65,0,11,Wednesday,63.52941176
387,partly-cloudy-day,60,0.0026,8,Monday,64.41176471
818,clear-day,76,2.00E-04,9,Saturday,78.82352941
1806,clear-day,49,0,10,Saturday,52.29411765
99,cloudy,41,0,7,Sunday,40.11764706
739,clear-day,75,0,9,Thursday,79.88235294
1102,clear-day,42,3.00E-04,9,Saturday,46.82352941
108,partly-cloudy-night,38,0.002,19,Thursday,41.29411765
106,rain,42,0.0304,7,Thursday,42.94117647
1977,partly-cloudy-day,42,0,15,Sunday,39.23529412
688,rain,74,0.038,20,Thursday,79.88235294
461,clear-day,37,0,9,Tuesday,38.64705882
1009,clear-day,58,0,14,Thursday,51.82352941
112,partly-cloudy-night,55,0.0012,19,Sunday,49.29411765
329,clear-day,35,0,9,Friday,35.76470588
2085,clear-day,72,0,19,Saturday,73.41176471
2252,cloudy,57,0,15,Saturday,54.88235294
1686,clear-day,63,0,16,Thursday,60.52941176
434,partly-cloudy-day,37,0,9,Monday,38.41176471
1653,partly-cloudy-day,43,0,16,Sunday,39.70588235
2899,clear-day,87,0,13,Saturday,80.29411765
200,clear-night,44,0,21,Tuesday,47
253,rain,55,0.0364,10,Wednesday,55.23529412
1701,partly-cloudy-day,46,0,16,Thursday,39.23529412
126,partly-cloudy-night,48,3.00E-04,22,Monday,47.70588235
1748,clear-day,64,0,15,Tuesday,56.58823529
1145,clear-day,55,0,16,Thursday,50.82352941
358,partly-cloudy-day,66,8.00E-04,8,Sunday,73.05882353
50,partly-cloudy-night,47,0.0021,6,Friday,51.88235294
2004,partly-cloudy-day,75,3.00E-04,13,Friday,75.52941176
137,clear-day,34,0,7,Saturday,43.35294118
453,clear-night,32,5.00E-04,18,Tuesday,31.58823529
40,rain,41,0.0772,8,Sunday,41.94117647
710,partly-cloudy-day,34,0,17,Friday,31.11764706
167,partly-cloudy-night,37,0,21,Saturday,36.41176471
64,clear-night,36,0,22,Sunday,38.11764706
38,clear-night,33,0.0018,6,Thursday,36.47058824
2135,clear-day,84,0,14,Friday,77.64705882
34,rain,34,0.2134,18,Friday,35.52941176
1225,partly-cloudy-day,47,0,13,Monday,46.05882353
487,cloudy,57,0,21,Sunday,61
1390,partly-cloudy-day,64,0,19,Monday,64.88235294
358,clear-night,48,0,21,Sunday,51.35294118
110,clear-day,34,0,7,Monday,43.23529412
643,partly-cloudy-day,39,0,9,Saturday,41.94117647
52,cloudy,51,0,6,Sunday,52.58823529
1840,clear-day,48,0,18,Saturday,43.35294118
2399,partly-cloudy-day,61,0,15,Sunday,60.05882353
1023,clear-day,38,0,11,Monday,39.41176471
217,partly-cloudy-night,58,0.0011,21,Tuesday,60.82352941
168,clear-day,63,0,6,Thursday,74.29411765
1182,partly-cloudy-day,52,0.0011,15,Friday,52.70588235
99,partly-cloudy-night,45,0.0057,20,Monday,43.23529412
945,partly-cloudy-day,38,0.0179,11,Thursday,36.47058824
1036,partly-cloudy-day,69,0,20,Tuesday,68.29411765
425,clear-day,30,0,9,Saturday,39.11764706
57,clear-night,33,0,6,Monday,40.35294118
358,clear-day,32,0,8,Sunday,38.58823529
124,clear-night,39,0,21,Sunday,38.58823529
1097,partly-cloudy-day,48,0,16,Tuesday,44.23529412
2151,clear-day,77,0,15,Wednesday,71.52941176
495,partly-cloudy-day,37,8.00E-04,18,Tuesday,34.76470588
2103,clear-day,69,0,15,Thursday,64.35294118
2419,partly-cloudy-day,78,0,18,Sunday,73.05882353
175,clear-night,50,0,22,Sunday,54.82352941
871,partly-cloudy-day,47,5.00E-04,12,Tuesday,44.23529412
360,partly-cloudy-day,33,0,9,Friday,36.35294118
300,clear-night,48,0,21,Wednesday,46.11764706
1644,clear-day,69,0,19,Friday,66.29411765
128,clear-night,43,0,22,Monday,46.05882353
1392,partly-cloudy-day,41,0,17,Tuesday,39.76470588
124,clear-night,38,0,6,Wednesday,50.52941176
467,clear-night,40,0,20,Sunday,36.11764706
645,partly-cloudy-day,44,5.00E-04,19,Thursday,42.94117647
1296,partly-cloudy-day,41,2.00E-04,16,Monday,38.41176471
320,partly-cloudy-night,39,0,19,Monday,38.41176471
70,rain,37,0.0605,16,Wednesday,34.76470588
189,cloudy,53,0.0171,8,Monday,62
1481,partly-cloudy-day,55,0,15,Thursday,52.11764706
1463,partly-cloudy-day,43,0.0011,17,Saturday,41.76470588
709,cloudy,54,0.0032,18,Friday,52.70588235
153,partly-cloudy-night,65,0.0018,22,Tuesday,71.70588235
1121,clear-day,45,0,18,Monday,39.41176471
205,clear-day,30,0,8,Saturday,33.64705882
230,clear-night,28,0,19,Monday,30.82352941
203,snow,32,0.0144,15,Wednesday,32.29411765
83,partly-cloudy-day,34,0.0103,9,Tuesday,35.94117647
580,clear-night,75,0,22,Saturday,80.29411765
872,clear-day,40,0,10,Tuesday,39.76470588
297,clear-night,43,0.001,19,Friday,49.82352941
23,rain,44,0.0291,7,Sunday,49.29411765
571,clear-night,71,0.0048,21,Tuesday,67.35294118
1887,clear-day,51,0,16,Wednesday,46.11764706
444,fog,46,7.00E-04,9,Wednesday,48.52941176
1212,clear-day,44,0,12,Tuesday,39.76470588
720,partly-cloudy-day,61,2.00E-04,9,Monday,64.88235294
106,cloudy,45,9.00E-04,7,Thursday,41.29411765
1556,clear-day,38,0,12,Saturday,39.11764706
182,clear-day,35,0,7,Wednesday,43.82352941
476,clear-day,61,0,8,Saturday,66.05882353
322,partly-cloudy-night,47,0,21,Sunday,51.58823529
269,clear-night,55,0,22,Thursday,52.11764706
752,clear-night,74,0,21,Wednesday,71.52941176
2587,clear-day,44,0.0108,16,Sunday,39.52941176
3470,clear-day,71,0,16,Saturday,63.64705882
767,clear-night,77,0,21,Tuesday,76.70588235
364,clear-night,59,0,22,Thursday,61.23529412
555,clear-night,35,0,19,Friday,35.76470588
4,sleet,33,0.0593,20,Wednesday,33.94117647
2103,cloudy,61,6.00E-04,15,Sunday,61
1879,partly-cloudy-day,62,0,16,Sunday,61
3172,clear-day,83,0,14,Saturday,78.82352941
345,cloudy,62,0,8,Wednesday,60
233,fog,48,0,20,Thursday,47.58823529
1590,clear-day,69,0,11,Tuesday,66.52941176
1693,clear-day,75,5.00E-04,11,Tuesday,71.70588235
673,partly-cloudy-day,69,0,9,Tuesday,76.70588235
326,partly-cloudy-night,41,0,20,Monday,39.76470588
118,partly-cloudy-day,37,0.0037,7,Wednesday,44.05882353
1310,partly-cloudy-day,59,0,19,Sunday,60.05882353
237,partly-cloudy-night,42,0,21,Saturday,41.94117647
514,clear-day,47,0,19,Thursday,42.23529412
708,clear-day,66,0,9,Tuesday,68.29411765
823,clear-day,30,0,10,Sunday,36.11764706
2703,clear-day,85,0,17,Saturday,80.29411765
309,partly-cloudy-day,41,0.0035,8,Tuesday,42.70588235
699,partly-cloudy-day,63,4.00E-04,20,Sunday,66.05882353
1716,cloudy,69,0,12,Wednesday,66
47,partly-cloudy-night,38,0,22,Tuesday,34.76470588
1859,partly-cloudy-day,41,0,12,Sunday,38.11764706
39,partly-cloudy-night,39,0.0197,20,Wednesday,34.76470588
228,clear-day,27,0,8,Tuesday,31.58823529
2316,clear-day,49,0,15,Friday,43.82352941
604,rain,56,0.0383,20,Saturday,56.82352941
1411,partly-cloudy-day,45,4.00E-04,13,Tuesday,42.70588235
1989,clear-day,65,0,17,Tuesday,61.64705882
220,partly-cloudy-day,63,0,7,Friday,61.11764706
2108,partly-cloudy-day,44,0,17,Thursday,39.41176471
133,partly-cloudy-day,59,0.0016,6,Sunday,61
3210,clear-day,57,0,14,Saturday,52.29411765
1442,partly-cloudy-day,46,0.0016,13,Friday,47.41176471
177,clear-night,60,0,6,Saturday,63.64705882
937,partly-cloudy-day,40,6.00E-04,10,Monday,41
1714,cloudy,66,0,17,Wednesday,63.52941176
1623,clear-day,44,0,15,Monday,41
421,clear-night,39,0,20,Sunday,39.52941176
2176,clear-day,44,0,13,Monday,40.35294118
3211,partly-cloudy-day,64,0,13,Monday,61.70588235
1763,clear-day,41,0,11,Monday,40.35294118
399,cloudy,37,0.0025,10,Friday,37.88235294
841,clear-day,30,0,17,Monday,30.82352941
140,clear-night,31,0,7,Tuesday,34.76470588
522,clear-day,54,0,10,Thursday,51.82352941
1150,cloudy,52,0,11,Tuesday,56.58823529
110,partly-cloudy-night,39,0,22,Tuesday,39.76470588
152,clear-night,49,0,22,Monday,54.23529412
1359,clear-day,41,0,10,Friday,43.82352941
43,rain,56,0.0717,6,Thursday,63
1760,cloudy,49,0,15,Thursday,47.58823529
1532,partly-cloudy-day,44,0,12,Wednesday,44.05882353
214,partly-cloudy-day,45,0,8,Saturday,47.35294118
1218,cloudy,53,0,10,Sunday,52.58823529
243,rain,62,0.0513,21,Thursday,60.52941176
227,partly-cloudy-day,36,0.0011,8,Saturday,42.64705882
2011,clear-day,66,0,12,Tuesday,61.64705882
3540,partly-cloudy-day,62,0.0014,13,Saturday,56.82352941
2112,clear-day,80,0,17,Friday,75.52941176
261,clear-night,46,0,22,Saturday,46.82352941
168,clear-day,42,0,7,Sunday,54.82352941
700,partly-cloudy-day,43,0.0024,12,Thursday,42.94117647
18,cloudy,54,0.0225,6,Wednesday,55.23529412
9,partly-cloudy-night,33,0.0011,6,Thursday,42.23529412
1166,partly-cloudy-day,51,2.00E-04,15,Saturday,47.35294118
418,rain,55,0.1714,19,Saturday,54.88235294
3531,partly-cloudy-day,66,0.0014,14,Monday,61.70588235
939,cloudy,55,0.0167,15,Saturday,53.58823529
1340,partly-cloudy-day,38,0,16,Friday,35.76470588
482,clear-day,67,0,8,Thursday,74.29411765
1756,cloudy,38,0.0012,17,Saturday,36.41176471
338,clear-night,45,0,20,Wednesday,43.82352941
2435,partly-cloudy-day,57,4.00E-04,14,Friday,51.88235294
1489,partly-cloudy-day,44,0,11,Wednesday,46.11764706
638,partly-cloudy-day,40,0,19,Tuesday,38.64705882
1969,clear-day,67,0,18,Monday,64.41176471
2801,partly-cloudy-day,55,0,17,Sunday,51.35294118
209,cloudy,41,3.00E-04,20,Saturday,41.76470588
531,cloudy,57,0,21,Friday,61.11764706
225,partly-cloudy-night,39,0,21,Tuesday,38.64705882
1265,clear-day,52,0,17,Tuesday,47
271,partly-cloudy-night,34,7.00E-04,20,Wednesday,35.23529412
198,partly-cloudy-day,28,0,8,Tuesday,31.94117647
886,cloudy,62,0.0118,12,Sunday,61
2145,clear-day,78,0.001,17,Tuesday,67.35294118
955,partly-cloudy-day,53,7.00E-04,13,Wednesday,48.52941176
1364,rain,38,0.0395,15,Monday,36.52941176
2018,clear-day,70,0,16,Wednesday,63.70588235
2664,clear-day,66,0,15,Thursday,61.23529412
565,partly-cloudy-night,62,0,21,Thursday,64.35294118
906,partly-cloudy-day,62,0.0074,12,Wednesday,60
183,partly-cloudy-day,37,0,8,Tuesday,44.23529412
355,partly-cloudy-day,42,0.0216,15,Thursday,42.94117647
581,fog,46,0.007,10,Thursday,47.58823529
116,partly-cloudy-day,61,7.00E-04,7,Sunday,60.05882353
410,partly-cloudy-day,61,0.0171,15,Tuesday,60.82352941
266,clear-day,36,0,8,Tuesday,39.76470588
2616,clear-day,48,0,14,Saturday,43.35294118
2682,clear-day,77,0,17,Saturday,73.41176471
3832,clear-day,64,0,14,Saturday,56.82352941
585,cloudy,40,1.00E-04,9,Sunday,39.70588235
1316,clear-day,45,0,16,Monday,39.41176471
40,rain,36,0.0655,14,Friday,35.52941176
171,partly-cloudy-night,39,0,22,Tuesday,38.64705882
355,rain,46,0.2206,11,Sunday,49.29411765
2332,partly-cloudy-day,56,0,13,Friday,51.88235294
334,snow,33,0.0149,10,Monday,36.52941176
86,partly-cloudy-day,52,0.001,6,Monday,60.11764706
651,rain,55,0.054,12,Friday,52.70588235
1887,partly-cloudy-day,61,3.00E-04,12,Sunday,60.05882353
1760,clear-day,63,0,10,Saturday,66.05882353
133,partly-cloudy-night,41,0,22,Saturday,41.94117647
1874,cloudy,58,0.0024,17,Saturday,54.88235294
105,partly-cloudy-night,38,0,21,Tuesday,34.76470588
731,partly-cloudy-day,40,0,19,Sunday,38.11764706
1856,partly-cloudy-day,71,0.0042,12,Wednesday,71.52941176
127,clear-night,46,0,22,Wednesday,46.11764706
913,clear-day,30,0.0021,12,Monday,30.82352941
2848,partly-cloudy-day,40,0,12,Thursday,39.41176471
1581,partly-cloudy-day,42,0,17,Sunday,38.11764706
81,partly-cloudy-day,35,0.0073,8,Wednesday,33.94117647
300,partly-cloudy-day,41,0,8,Monday,41
1516,clear-day,47,0.0074,15,Thursday,42.23529412
974,clear-day,46,0,19,Saturday,39.11764706
2708,clear-day,47,0,13,Saturday,43.35294118
2902,clear-day,80,2.00E-04,16,Sunday,73.05882353
924,wind,41,0,15,Sunday,40.11764706
183,clear-night,42,0,22,Friday,43.82352941
344,partly-cloudy-night,61,0,22,Thursday,64.35294118
1721,clear-day,76,0,11,Tuesday,76.70588235
1875,clear-day,84,2.00E-04,17,Tuesday,76.70588235
1391,partly-cloudy-day,45,0.0057,14,Tuesday,42.70588235
871,partly-cloudy-day,49,0.0028,15,Monday,47.70588235
1763,cloudy,67,0,12,Thursday,64.35294118
786,partly-cloudy-day,38,0.0057,15,Friday,37.88235294
347,clear-night,53,0,20,Wednesday,50.52941176
132,partly-cloudy-night,50,0,20,Thursday,51.82352941
1789,partly-cloudy-day,73,2.00E-04,13,Tuesday,68.29411765
1362,clear-day,56,0,10,Tuesday,55.58823529
23,rain,36,0.0923,13,Friday,35.52941176
2064,partly-cloudy-day,61,0,17,Sunday,60.05882353
269,cloudy,42,6.00E-04,18,Sunday,41.94117647
248,cloudy,67,0,8,Sunday,66.05882353
206,clear-night,32,0,20,Tuesday,31.94117647
1870,partly-cloudy-day,60,0,11,Thursday,60.52941176
375,rain,36,0.2245,13,Tuesday,35.94117647
2325,clear-day,80,0,17,Wednesday,71.52941176
281,partly-cloudy-night,40,2.00E-04,20,Monday,38.41176471
1544,partly-cloudy-day,49,0,17,Wednesday,44.05882353
186,clear-day,29,0,8,Sunday,36.11764706
1084,clear-day,64,0,10,Friday,69.17647059
798,cloudy,57,0,10,Monday,62
1062,partly-cloudy-day,66,0,20,Monday,62
512,clear-night,62,0,21,Thursday,61.23529412
1284,partly-cloudy-day,60,0.0044,12,Thursday,63
49,clear-night,31,0,6,Monday,38.41176471
110,clear-night,34,0,6,Thursday,39.41176471
138,clear-night,47,0,22,Sunday,51.58823529
459,cloudy,60,0,21,Wednesday,63.52941176
965,partly-cloudy-day,48,0.0021,11,Thursday,50.82352941
1321,clear-day,50,0,10,Saturday,47.35294118
