Q,ProvO,Distance,Duration,Reason,Age,Gender,HHI,Others,Mode,Cost
Q4,British Columbia,3355,8,visit,35-44,Female,100K and Up,0,plane,1000
Q1,Ontario,110,1,visit,45-54,Male,100K and Up,0,car,150
Q3,Ontario,1153,6,visit,65+,Female,50K to 69K,0,plane,3000
Q1,Ontario,150,1,visit,55-64,Female,100K and Up,0,car,5
Q4,Ontario,195,2,visit,55-64,Female,Under 50K,0,car,125
Q1,Quebec,499,2,visit,55-64,Male,70K to 99K,0,car,900
Q4,Ontario,336,2,visit,45-54,Male,70K to 99K,0,car,470
Q2,British Columbia,395,3,visit,45-54,Female,100K and Up,0,plane,550
Q2,Saskatchewan,253,1,visit,55-64,Female,50K to 69K,0,car,60
Q2,New Brunswick,246,2,visit,35-44,Female,70K to 99K,0,car,140
Q1,Saskatchewan,321,1,visit,45-54,Female,50K to 69K,0,car,0
Q2,Quebec,123,1,visit,65+,Male,100K and Up,0,car,110
Q4,Ontario,167,1,visit,55-64,Female,50K to 69K,1,car,70
Q1,British Columbia,373,9,visit,65+,Male,100K and Up,0,car,1045
Q2,Alberta,270,4,visit,25-34,Male,50K to 69K,0,car,140
Q4,Ontario,99,1,visit,65+,Male,Under 50K,0,car,45
Q4,Ontario,194,2,visit,25-34,Female,100K and Up,0,car,40
Q3,Ontario,526,2,visit,55-64,Female,70K to 99K,0,car,500
Q2,Prince Edward Island,343,3,visit,65+,Male,70K to 99K,0,car,150
Q1,Quebec,215,11,visit,55-64,Female,100K and Up,0,car,150
Q3,Ontario,111,2,visit,65+,Female,Under 50K,3,car,105
Q4,Quebec,535,3,visit,55-64,Male,100K and Up,0,car,890
Q1,Ontario,171,2,visit,55-64,Female,100K and Up,0,car,280
Q1,Saskatchewan,711,3,visit,55-64,Male,70K to 99K,1,plane,1820
Q3,Saskatchewan,697,4,visit,65+,Female,50K to 69K,1,car,1060
Q1,New Brunswick,136,1,visit,19-24,Male,50K to 69K,3,car,280
Q1,Alberta,281,1,visit,55-64,Male,100K and Up,0,car,150
Q3,Quebec,122,1,visit,55-64,Male,100K and Up,0,car,45
Q1,British Columbia,63,1,visit,25-34,Female,100K and Up,1,car,100
Q4,Prince Edward Island,100,1,visit,55-64,Male,50K to 69K,0,car,100
Q1,Quebec,282,2,visit,35-44,Male,Under 50K,1,car,520
Q4,Ontario,142,2,visit,55-64,Female,100K and Up,0,car,660
Q1,Alberta,271,3,visit,55-64,Male,100K and Up,0,car,465
Q3,Nova Scotia,827,4,visit,45-54,Female,70K to 99K,0,plane,370
Q1,Quebec,19,1,visit,65+,Female,50K to 69K,0,car,140
Q4,New Brunswick,158,1,visit,35-44,Male,100K and Up,0,car,200
Q3,Ontario,432,1,visit,65+,Female,70K to 99K,0,car,120
Q4,British Columbia,231,3,visit,65+,Male,Under 50K,0,car,300
Q1,Manitoba,144,2,visit,65+,Male,100K and Up,0,car,450
Q4,Ontario,174,2,visit,55-64,Female,70K to 99K,0,car,100
Q3,Alberta,384,4,visit,55-64,Female,Under 50K,0,plane,300
Q1,Nova Scotia,195,2,visit,35-44,Male,50K to 69K,1,car,160
Q3,Ontario,249,1,visit,45-54,Male,70K to 99K,0,car,1000
Q2,Ontario,336,3,visit,25-34,Female,100K and Up,0,car,750
Q1,Quebec,145,4,visit,55-64,Male,70K to 99K,0,car,100
Q1,Saskatchewan,667,4,visit,65+,Male,100K and Up,0,plane,1000
Q2,Quebec,157,1,visit,65+,Male,100K and Up,0,car,60
Q4,Quebec,156,1,visit,25-34,Male,Under 50K,1,car,80
Q1,Saskatchewan,1254,6,visit,65+,Female,100K and Up,1,plane,628
Q1,Quebec,168,1,visit,35-44,Male,100K and Up,0,car,55
Q4,Nova Scotia,4262,17,visit,65+,Male,70K to 99K,0,plane,2100
Q3,British Columbia,3287,12,visit,25-34,Female,50K to 69K,0,plane,640
Q4,Manitoba,99,2,visit,65+,Female,100K and Up,0,car,465
Q2,Alberta,172,1,visit,55-64,Female,50K to 69K,0,car,248
Q2,Quebec,206,1,visit,55-64,Male,50K to 69K,0,car,80
Q3,Ontario,76,1,visit,65+,Male,70K to 99K,0,car,40
Q1,Newfoundland and Labrador,418,3,visit,65+,Female,Under 50K,0,car,435
Q3,Alberta,330,3,visit,65+,Male,100K and Up,0,car,260
Q2,Ontario,212,2,visit,45-54,Male,100K and Up,0,car,350
Q1,Ontario,60,1,visit,45-54,Female,50K to 69K,0,car,135
Q4,Quebec,85,1,visit,65+,Female,Under 50K,0,car,20
Q1,Quebec,231,1,visit,35-44,Female,Under 50K,1,car,230
Q4,Ontario,427,4,visit,65+,Male,100K and Up,0,car,292
Q4,Saskatchewan,203,5,visit,65+,Female,100K and Up,0,car,50
Q2,Newfoundland and Labrador,167,3,visit,65+,Male,50K to 69K,0,car,412
Q1,New Brunswick,1154,5,visit,55-64,Female,Under 50K,2,plane,1180
Q4,New Brunswick,1143,3,visit,25-34,Male,100K and Up,2,plane,1600
Q3,Manitoba,1510,1,visit,55-64,Female,70K to 99K,1,plane,900
Q4,Ontario,224,2,visit,45-54,Female,70K to 99K,0,car,310
Q4,British Columbia,1851,3,visit,35-44,Female,70K to 99K,0,plane,1175
Q3,British Columbia,1185,13,visit,55-64,Female,Under 50K,0,plane,1155
Q3,Ontario,487,2,visit,45-54,Male,50K to 69K,3,car,170
Q1,Nova Scotia,100,1,visit,19-24,Female,70K to 99K,0,car,30
Q2,Prince Edward Island,142,1,visit,25-34,Female,100K and Up,0,car,105
Q2,Saskatchewan,449,2,visit,65+,Male,70K to 99K,0,car,550
Q1,Nova Scotia,238,2,visit,55-64,Female,100K and Up,0,car,812
Q2,Prince Edward Island,578,1,visit,55-64,Male,100K and Up,0,car,870
Q2,Ontario,271,5,visit,65+,Female,50K to 69K,0,car,278
Q4,Ontario,235,2,visit,65+,Female,70K to 99K,0,car,125
Q1,Alberta,89,1,visit,55-64,Female,100K and Up,0,car,126
Q1,Ontario,199,2,visit,25-34,Female,100K and Up,0,car,55
Q3,Quebec,369,2,visit,65+,Male,Under 50K,0,car,92
Q1,Nova Scotia,1298,3,visit,45-54,Male,100K and Up,0,plane,2450
Q3,Ontario,102,2,visit,65+,Female,100K and Up,0,car,400
Q1,Alberta,108,1,visit,55-64,Female,100K and Up,0,car,115
Q4,Ontario,546,5,visit,65+,Female,Under 50K,2,car,500
Q1,Manitoba,184,2,visit,55-64,Male,70K to 99K,0,car,450
Q4,Alberta,181,2,visit,65+,Female,70K to 99K,0,car,310
Q4,Manitoba,1201,2,visit,55-64,Female,100K and Up,0,plane,700
Q1,Ontario,194,2,visit,45-54,Female,70K to 99K,0,car,750
Q3,Alberta,211,2,visit,35-44,Female,70K to 99K,0,car,40
Q4,Ontario,668,2,visit,65+,Female,50K to 69K,2,car,200
Q1,Saskatchewan,1056,4,visit,65+,Male,100K and Up,0,plane,522
Q1,British Columbia,156,2,visit,55-64,Female,100K and Up,5,car,260
Q3,Nova Scotia,159,1,visit,65+,Female,100K and Up,0,car,359
Q1,Quebec,231,4,visit,65+,Female,100K and Up,0,car,260
Q2,Alberta,169,2,visit,55-64,Female,100K and Up,0,car,115
Q3,Ontario,287,3,visit,55-64,Female,100K and Up,0,car,250
Q4,Alberta,22,1,visit,25-34,Female,100K and Up,0,car,20
Q4,Ontario,215,2,visit,55-64,Female,70K to 99K,0,car,350
Q4,Ontario,99,2,visit,65+,Male,100K and Up,0,car,40
Q1,Nova Scotia,134,1,visit,25-34,Female,70K to 99K,0,car,70
Q4,New Brunswick,55,1,visit,65+,Female,100K and Up,0,car,110
Q1,Saskatchewan,235,1,visit,25-34,Female,100K and Up,0,car,190
Q1,Ontario,99,2,visit,55-64,Female,100K and Up,4,car,125
Q4,Quebec,231,1,visit,55-64,Female,100K and Up,0,car,115
Q1,Saskatchewan,226,2,visit,65+,Male,50K to 69K,0,car,625
Q3,Quebec,827,9,visit,45-54,Female,100K and Up,0,car,2183
Q4,New Brunswick,234,6,visit,45-54,Male,100K and Up,2,car,900
Q2,Alberta,281,1,visit,55-64,Male,Under 50K,0,car,50
Q1,Quebec,499,2,visit,25-34,Female,50K to 69K,0,car,195
Q3,Ontario,2705,4,visit,25-34,Female,Under 50K,0,plane,1350
Q2,Saskatchewan,381,4,visit,55-64,Female,70K to 99K,0,car,317
Q1,New Brunswick,688,11,visit,55-64,Female,100K and Up,0,plane,550
Q1,Ontario,375,2,visit,35-44,Male,100K and Up,0,car,70
Q4,Alberta,198,3,visit,25-34,Female,100K and Up,0,car,180
Q1,New Brunswick,729,5,visit,45-54,Male,50K to 69K,0,plane,1505
Q1,British Columbia,104,1,visit,35-44,Male,70K to 99K,0,car,140
Q1,Quebec,66,3,visit,19-24,Female,Under 50K,0,car,43
Q3,Manitoba,1487,14,visit,25-34,Female,50K to 69K,0,plane,3297
Q3,New Brunswick,197,1,visit,19-24,Female,100K and Up,0,car,50
Q1,Saskatchewan,139,1,visit,55-64,Female,70K to 99K,0,car,20
Q1,Ontario,55,2,visit,65+,Female,70K to 99K,0,car,40
Q1,Saskatchewan,201,1,visit,65+,Female,70K to 99K,0,car,170
Q3,Manitoba,535,2,visit,65+,Female,100K and Up,0,car,450
Q3,Manitoba,129,21,visit,45-54,Female,100K and Up,0,car,1080
Q2,Newfoundland and Labrador,80,3,visit,55-64,Female,50K to 69K,0,car,90
Q2,Quebec,152,2,visit,35-44,Female,100K and Up,0,car,345
Q3,Manitoba,1864,5,visit,65+,Female,100K and Up,0,plane,1181
Q2,Ontario,46,1,visit,35-44,Female,70K to 99K,0,car,40
Q1,Newfoundland and Labrador,246,3,visit,45-54,Female,100K and Up,0,car,230
Q1,Ontario,131,1,visit,55-64,Male,100K and Up,0,car,100
Q4,Saskatchewan,207,2,visit,55-64,Male,100K and Up,0,car,50
Q4,Quebec,220,2,visit,55-64,Female,50K to 69K,1,car,190
Q4,Ontario,195,1,visit,55-64,Female,Under 50K,0,car,440
Q1,Quebec,314,6,visit,25-34,Male,100K and Up,0,car,530
Q1,British Columbia,264,6,visit,65+,Male,Under 50K,0,car,400
Q4,Saskatchewan,235,1,visit,25-34,Male,100K and Up,0,car,0
Q4,Ontario,347,1,visit,65+,Male,Under 50K,0,car,155
Q4,Ontario,508,3,visit,55-64,Male,100K and Up,0,car,260
Q2,Ontario,154,1,visit,55-64,Female,70K to 99K,0,car,200
Q4,Nova Scotia,300,1,visit,35-44,Female,100K and Up,0,car,303
Q2,Alberta,434,1,visit,25-34,Female,Under 50K,0,car,60
Q4,Quebec,121,1,visit,35-44,Male,100K and Up,0,car,60
Q3,Prince Edward Island,1307,7,visit,25-34,Female,Under 50K,0,plane,2430
Q4,Ontario,141,2,visit,65+,Male,70K to 99K,0,car,350
Q1,Quebec,253,4,visit,65+,Female,70K to 99K,0,car,200
Q2,Alberta,89,1,visit,45-54,Female,Under 50K,0,car,25
Q2,Saskatchewan,318,1,visit,25-34,Female,100K and Up,2,car,915
Q4,Alberta,169,3,visit,45-54,Female,100K and Up,0,car,185
Q2,Saskatchewan,1301,12,visit,65+,Female,50K to 69K,0,plane,420
Q2,New Brunswick,312,8,visit,55-64,Male,70K to 99K,0,car,518
Q2,British Columbia,228,1,visit,35-44,Female,70K to 99K,0,car,190
Q1,Ontario,78,2,visit,65+,Female,50K to 69K,1,car,60
Q1,Newfoundland and Labrador,164,4,visit,55-64,Female,Under 50K,0,car,130
Q2,British Columbia,544,1,visit,25-34,Female,100K and Up,0,car,461
Q1,Ontario,202,1,visit,55-64,Male,70K to 99K,0,car,155
Q1,Newfoundland and Labrador,118,1,visit,55-64,Female,100K and Up,0,car,350
Q1,Ontario,95,1,visit,65+,Male,50K to 69K,0,car,340
Q4,Ontario,68,1,visit,55-64,Male,100K and Up,0,car,360
Q3,Ontario,249,2,visit,45-54,Female,100K and Up,1,car,130
Q1,Ontario,336,4,visit,65+,Female,100K and Up,0,car,222
Q4,British Columbia,51,1,visit,55-64,Female,50K to 69K,0,car,60
Q1,Nova Scotia,308,4,visit,55-64,Male,100K and Up,1,car,279
Q3,British Columbia,39,1,visit,35-44,Male,Under 50K,0,car,50
Q1,Ontario,496,6,visit,55-64,Female,Under 50K,0,plane,700
Q4,Quebec,112,1,visit,65+,Male,50K to 69K,0,car,80
Q3,Saskatchewan,181,2,visit,35-44,Female,100K and Up,0,car,100
Q1,British Columbia,689,5,visit,65+,Male,50K to 69K,0,plane,1362
Q4,Newfoundland and Labrador,317,1,visit,55-64,Male,70K to 99K,0,car,410
Q3,Saskatchewan,104,1,visit,65+,Male,50K to 69K,2,car,25
Q1,Nova Scotia,1298,3,visit,55-64,Female,100K and Up,0,plane,607
Q2,British Columbia,107,2,visit,55-64,Female,100K and Up,0,car,220
Q1,Saskatchewan,835,4,visit,55-64,Female,50K to 69K,3,car,700
Q2,British Columbia,552,3,visit,55-64,Female,100K and Up,1,car,400
Q4,Manitoba,135,1,visit,35-44,Female,70K to 99K,0,car,300
Q3,Saskatchewan,663,4,visit,45-54,Female,100K and Up,0,car,636
Q2,Nova Scotia,89,1,visit,25-34,Male,100K and Up,0,car,225
Q4,Ontario,176,1,visit,35-44,Female,100K and Up,0,car,205
Q2,Quebec,77,1,visit,35-44,Female,Under 50K,0,car,20
Q4,Ontario,508,3,visit,25-34,Female,100K and Up,0,car,300
Q1,Ontario,64,1,visit,25-34,Male,100K and Up,0,car,267
Q3,Manitoba,275,1,visit,25-34,Female,Under 50K,3,car,115
Q4,Ontario,336,1,visit,65+,Male,50K to 69K,0,car,380
Q3,Manitoba,129,1,visit,35-44,Female,70K to 99K,0,car,190
Q1,Ontario,180,1,visit,65+,Male,50K to 69K,0,car,25
Q4,Manitoba,156,2,visit,65+,Female,Under 50K,0,car,549
Q4,Quebec,174,2,visit,55-64,Female,100K and Up,0,car,165
Q2,Saskatchewan,221,2,visit,45-54,Female,50K to 69K,0,car,280
Q3,Ontario,157,3,visit,35-44,Male,100K and Up,5,car,250
Q1,Ontario,23,2,visit,65+,Male,50K to 69K,0,car,10
Q4,Ontario,336,2,visit,55-64,Male,100K and Up,0,car,1402
Q4,Ontario,448,3,visit,35-44,Female,100K and Up,0,car,403
Q1,Nova Scotia,904,6,visit,25-34,Male,70K to 99K,0,plane,1820
Q1,Ontario,134,1,visit,55-64,Male,100K and Up,0,car,50
Q1,Quebec,163,10,visit,65+,Male,70K to 99K,0,car,480
Q1,British Columbia,660,3,visit,65+,Male,Under 50K,0,plane,259
Q1,Nova Scotia,300,2,visit,25-34,Female,100K and Up,0,car,505
Q1,Manitoba,1816,6,visit,45-54,Male,100K and Up,1,plane,972
Q1,Ontario,81,2,visit,55-64,Female,100K and Up,0,car,0
Q1,Alberta,2746,9,visit,25-34,Male,100K and Up,0,plane,2030
Q1,Ontario,138,2,visit,45-54,Female,100K and Up,0,car,175
Q4,Quebec,420,13,visit,55-64,Female,Under 50K,0,car,180
Q3,Saskatchewan,270,2,visit,45-54,Female,70K to 99K,1,car,500
Q1,Ontario,336,6,visit,55-64,Male,100K and Up,0,car,200
Q4,Newfoundland and Labrador,264,1,visit,65+,Female,50K to 69K,0,car,217
Q3,British Columbia,675,6,visit,55-64,Female,50K to 69K,0,plane,800
Q1,Alberta,161,1,visit,25-34,Male,70K to 99K,0,car,225
Q3,British Columbia,110,1,visit,65+,Female,70K to 99K,2,car,150
Q1,Ontario,182,1,visit,35-44,Female,50K to 69K,0,car,120
Q1,Ontario,132,3,visit,25-34,Female,100K and Up,0,car,300
Q1,Alberta,509,1,visit,35-44,Female,Under 50K,2,car,900
Q4,Ontario,123,1,visit,65+,Male,100K and Up,0,car,95
Q4,Ontario,243,8,visit,65+,Male,50K to 69K,0,car,100
Q2,Saskatchewan,249,2,visit,55-64,Female,100K and Up,0,car,280
Q2,Ontario,224,2,visit,45-54,Female,70K to 99K,0,car,160
Q1,Quebec,277,1,visit,65+,Male,50K to 69K,0,car,130
Q2,Saskatchewan,697,2,visit,25-34,Female,70K to 99K,1,car,1155
Q3,Manitoba,1510,5,visit,45-54,Female,100K and Up,0,plane,1880
Q1,Quebec,188,1,visit,65+,Male,Under 50K,0,car,225
Q3,Saskatchewan,157,1,visit,55-64,Female,100K and Up,0,car,75
Q2,Prince Edward Island,171,1,visit,25-34,Male,100K and Up,0,car,420
Q1,Alberta,85,1,visit,55-64,Male,70K to 99K,0,car,50
Q3,Saskatchewan,668,2,visit,55-64,Female,100K and Up,1,car,745
Q2,British Columbia,92,1,visit,25-34,Female,100K and Up,0,car,100
Q1,Ontario,325,2,visit,35-44,Female,50K to 69K,0,plane,325
Q3,Ontario,456,4,visit,45-54,Female,100K and Up,0,car,600
Q2,Nova Scotia,263,2,visit,55-64,Female,70K to 99K,0,car,92
Q1,British Columbia,291,3,visit,55-64,Female,100K and Up,0,plane,354
Q1,Alberta,279,1,visit,65+,Female,Under 50K,0,car,73
Q1,Quebec,77,2,visit,25-34,Female,Under 50K,2,car,231
Q1,Ontario,270,2,visit,65+,Male,100K and Up,0,car,600
Q4,Quebec,227,2,visit,65+,Male,Under 50K,0,car,75
Q2,Quebec,137,2,visit,55-64,Female,100K and Up,0,car,95
Q2,Ontario,71,1,visit,65+,Male,70K to 99K,0,car,565
Q1,Quebec,173,1,visit,65+,Male,100K and Up,0,car,160
Q2,Quebec,360,1,visit,65+,Female,Under 50K,0,car,394
Q1,Manitoba,1384,2,visit,25-34,Male,70K to 99K,0,car,390
Q3,British Columbia,3250,14,visit,65+,Male,70K to 99K,1,plane,7310
Q1,Manitoba,1675,3,visit,25-34,Female,100K and Up,0,plane,1410
Q4,Quebec,494,2,visit,55-64,Male,100K and Up,0,car,135
Q4,Ontario,240,5,visit,55-64,Male,100K and Up,1,car,536
Q1,Nova Scotia,244,1,visit,55-64,Male,100K and Up,0,car,75
Q1,Ontario,170,2,visit,45-54,Female,100K and Up,0,car,48
Q3,Manitoba,1201,11,visit,65+,Male,70K to 99K,0,car,1790
Q1,Quebec,253,5,visit,19-24,Male,Under 50K,0,car,75
Q3,Ontario,1081,21,visit,35-44,Female,100K and Up,0,plane,2810
Q1,Quebec,123,1,visit,19-24,Female,Under 50K,0,car,160
Q4,Quebec,274,4,visit,55-64,Male,100K and Up,0,car,385
Q2,Saskatchewan,689,2,visit,45-54,Male,100K and Up,0,car,685
Q3,Saskatchewan,181,1,visit,55-64,Female,50K to 69K,1,car,60
Q4,Nova Scotia,260,7,visit,65+,Female,100K and Up,0,car,465
Q1,New Brunswick,100,2,visit,19-24,Female,100K and Up,0,car,40
Q4,Ontario,28,1,visit,25-34,Male,Under 50K,0,car,15
Q4,British Columbia,3479,7,visit,65+,Female,100K and Up,0,plane,710
Q1,Alberta,104,3,visit,55-64,Female,70K to 99K,0,car,208
Q4,Ontario,1034,3,visit,65+,Female,100K and Up,0,plane,470
Q3,Manitoba,176,2,visit,25-34,Male,50K to 69K,1,car,450
Q2,Ontario,116,2,visit,65+,Male,50K to 69K,0,car,60
Q3,Manitoba,535,2,visit,45-54,Female,100K and Up,0,car,1275
Q1,Prince Edward Island,114,2,visit,65+,Male,Under 50K,0,car,60
Q2,Alberta,352,2,visit,45-54,Female,100K and Up,0,car,413
Q4,British Columbia,520,3,visit,35-44,Female,100K and Up,0,plane,335
Q4,Quebec,255,2,visit,45-54,Female,70K to 99K,0,car,300
Q4,Saskatchewan,526,4,visit,55-64,Female,70K to 99K,0,car,635
Q4,Quebec,107,1,visit,55-64,Male,100K and Up,0,car,40
Q1,New Brunswick,138,2,visit,19-24,Male,100K and Up,0,car,230
Q1,Quebec,111,2,visit,65+,Male,50K to 69K,0,car,30
Q2,New Brunswick,369,1,visit,25-34,Male,Under 50K,0,car,280
Q1,British Columbia,627,20,visit,55-64,Female,100K and Up,0,plane,1382
Q4,Alberta,34,1,visit,25-34,Female,Under 50K,1,car,80
Q1,Quebec,112,1,visit,65+,Male,100K and Up,0,car,340
Q3,Ontario,74,2,visit,25-34,Female,50K to 69K,0,car,40
Q3,Saskatchewan,671,2,visit,55-64,Female,100K and Up,0,car,465
Q1,Saskatchewan,435,2,visit,25-34,Female,100K and Up,2,car,115
Q2,Newfoundland and Labrador,405,5,visit,65+,Female,Under 50K,3,car,105
Q4,Quebec,111,1,visit,55-64,Female,Under 50K,0,car,180
Q3,Saskatchewan,221,1,visit,35-44,Female,Under 50K,0,car,120
Q4,Saskatchewan,357,2,visit,25-34,Male,50K to 69K,0,car,240
Q3,British Columbia,257,3,visit,45-54,Female,100K and Up,1,car,1220
Q1,Quebec,231,1,visit,65+,Male,70K to 99K,0,car,70
Q2,Manitoba,102,3,visit,65+,Female,100K and Up,0,car,100
Q4,British Columbia,3409,9,visit,65+,Female,100K and Up,0,car,4424
Q3,Nova Scotia,260,2,visit,55-64,Male,100K and Up,0,car,729
Q2,Saskatchewan,535,5,visit,55-64,Female,70K to 99K,0,car,430
Q2,Alberta,284,1,visit,55-64,Female,50K to 69K,0,car,40
Q4,Ontario,28,1,visit,65+,Female,Under 50K,0,car,90
Q3,British Columbia,279,2,visit,45-54,Female,100K and Up,0,plane,530
Q4,Quebec,165,1,visit,25-34,Female,70K to 99K,0,car,55
Q4,Manitoba,1014,5,visit,55-64,Male,100K and Up,1,car,1366
Q3,Quebec,51,1,visit,35-44,Male,100K and Up,2,car,157
Q3,Ontario,168,1,visit,35-44,Female,100K and Up,0,car,40
Q4,Quebec,408,3,visit,55-64,Male,70K to 99K,0,car,200
Q1,Newfoundland and Labrador,65,2,visit,55-64,Male,Under 50K,0,car,70
Q4,Quebec,240,3,visit,55-64,Female,70K to 99K,0,car,60
Q3,Quebec,450,1,visit,55-64,Female,50K to 69K,0,car,50
Q4,Ontario,71,1,visit,55-64,Male,70K to 99K,0,car,342
Q1,Quebec,675,3,visit,55-64,Female,Under 50K,0,car,435
Q4,British Columbia,250,3,visit,45-54,Female,100K and Up,2,car,470
Q1,Nova Scotia,3776,17,visit,35-44,Female,Under 50K,0,plane,225
Q4,Quebec,103,2,visit,55-64,Female,50K to 69K,1,car,110
Q3,Ontario,99,1,visit,55-64,Female,50K to 69K,0,car,80
Q4,Ontario,99,2,visit,65+,Male,100K and Up,0,car,583
Q3,Nova Scotia,108,1,visit,55-64,Female,50K to 69K,0,car,665
Q2,Saskatchewan,435,2,visit,65+,Male,100K and Up,0,car,299
Q1,Alberta,675,4,visit,65+,Female,50K to 69K,1,plane,2136
Q4,Ontario,429,14,visit,25-34,Male,70K to 99K,0,plane,510
Q4,Ontario,3228,4,visit,55-64,Female,70K to 99K,0,plane,965
Q1,Saskatchewan,445,2,visit,55-64,Male,50K to 69K,4,car,789
Q4,British Columbia,206,4,visit,55-64,Female,Under 50K,0,car,700
Q1,Quebec,231,5,visit,45-54,Male,100K and Up,0,car,110
Q1,Alberta,424,2,visit,65+,Female,Under 50K,0,car,700
Q3,British Columbia,396,3,visit,55-64,Female,100K and Up,0,car,350
Q3,Alberta,538,2,visit,35-44,Female,Under 50K,0,car,200
Q4,Ontario,339,1,visit,55-64,Female,100K and Up,1,car,250
Q4,Ontario,182,1,visit,65+,Male,50K to 69K,0,car,140
Q3,Saskatchewan,2175,24,visit,65+,Male,100K and Up,0,car,3634
Q1,Alberta,843,7,visit,65+,Male,100K and Up,0,plane,229
Q4,Prince Edward Island,152,3,visit,65+,Female,50K to 69K,0,car,235
Q3,British Columbia,56,1,visit,65+,Female,Under 50K,0,car,67
Q3,British Columbia,274,2,visit,25-34,Female,50K to 69K,0,car,50
Q1,Alberta,2705,2,visit,19-24,Female,100K and Up,0,plane,486
Q4,Ontario,3035,8,visit,55-64,Male,100K and Up,0,car,4685
Q3,Nova Scotia,1298,4,visit,25-34,Female,Under 50K,0,plane,617
Q4,Ontario,243,1,visit,45-54,Female,100K and Up,1,car,53
Q3,Prince Edward Island,39,1,visit,65+,Male,Under 50K,0,car,15
Q1,Saskatchewan,485,2,visit,55-64,Male,100K and Up,0,car,703
Q4,Quebec,132,1,visit,65+,Male,50K to 69K,0,car,128
Q3,Nova Scotia,289,1,visit,45-54,Female,50K to 69K,1,car,100
Q3,Quebec,458,8,visit,65+,Female,100K and Up,0,car,1193
Q3,Ontario,3476,5,visit,25-34,Female,100K and Up,0,plane,2350
Q3,British Columbia,813,3,visit,65+,Female,100K and Up,0,plane,1685
Q4,Ontario,101,3,visit,25-34,Female,50K to 69K,0,car,40
Q2,Quebec,183,1,visit,65+,Male,100K and Up,0,car,155
Q2,Alberta,94,2,visit,65+,Male,100K and Up,0,car,130
Q3,Quebec,61,1,visit,55-64,Female,Under 50K,0,car,72
Q2,Saskatchewan,1144,6,visit,65+,Female,100K and Up,0,plane,990
Q3,Ontario,1236,4,visit,25-34,Male,70K to 99K,0,plane,2000
Q1,Saskatchewan,192,2,visit,55-64,Female,70K to 99K,0,car,490
Q3,New Brunswick,246,2,visit,65+,Female,50K to 69K,0,car,180
Q4,Manitoba,404,6,visit,45-54,Male,50K to 69K,0,car,1900
Q2,Saskatchewan,1144,11,visit,55-64,Female,100K and Up,0,car,5900
Q4,Ontario,79,2,visit,55-64,Female,50K to 69K,0,car,90
Q4,British Columbia,1567,3,visit,55-64,Male,100K and Up,0,plane,1000
Q4,British Columbia,351,3,visit,25-34,Female,Under 50K,0,car,60
Q3,Saskatchewan,110,2,visit,65+,Male,50K to 69K,0,car,0
Q3,Ontario,111,2,visit,19-24,Male,Under 50K,2,car,180
Q1,British Columbia,585,9,visit,35-44,Male,50K to 69K,0,plane,1555
Q1,Ontario,147,2,visit,19-24,Male,Under 50K,0,car,135
Q4,Ontario,336,3,visit,65+,Female,50K to 69K,0,plane,625
Q3,British Columbia,103,1,visit,19-24,Male,50K to 69K,0,car,70
Q1,British Columbia,87,1,visit,25-34,Male,50K to 69K,0,car,60
Q2,New Brunswick,259,1,visit,25-34,Female,50K to 69K,0,car,155
Q2,Newfoundland and Labrador,267,1,visit,25-34,Female,70K to 99K,1,car,298
Q4,Ontario,64,2,visit,35-44,Female,100K and Up,0,car,340
Q4,Quebec,120,1,visit,65+,Female,50K to 69K,0,car,70
Q4,Ontario,2705,4,visit,25-34,Male,100K and Up,0,plane,1500
Q4,British Columbia,274,4,visit,55-64,Female,50K to 69K,0,car,200
Q2,Ontario,123,1,visit,25-34,Female,70K to 99K,0,car,255
Q1,New Brunswick,472,4,visit,45-54,Female,100K and Up,1,car,1609
Q1,Prince Edward Island,162,2,visit,25-34,Female,50K to 69K,0,car,150
Q3,British Columbia,94,6,visit,65+,Male,50K to 69K,6,car,357
Q4,Ontario,254,2,visit,65+,Male,Under 50K,1,car,160
Q4,Quebec,284,3,visit,55-64,Female,100K and Up,1,car,175
Q1,New Brunswick,250,3,visit,55-64,Female,50K to 69K,0,car,210
Q3,Alberta,526,5,visit,19-24,Female,Under 50K,0,car,720
Q4,Quebec,95,2,visit,45-54,Male,100K and Up,0,car,180
Q1,Ontario,255,1,visit,45-54,Female,50K to 69K,0,car,200
Q3,Ontario,65,1,visit,35-44,Female,50K to 69K,0,car,90
Q1,Quebec,255,3,visit,55-64,Male,70K to 99K,0,car,125
Q4,Alberta,2680,4,visit,25-34,Female,100K and Up,0,plane,1490
Q4,Ontario,69,1,visit,19-24,Female,50K to 69K,0,car,50
Q3,Ontario,353,1,visit,55-64,Male,100K and Up,1,car,145
Q3,Ontario,3537,17,visit,65+,Male,100K and Up,0,plane,5350
Q1,Nova Scotia,200,6,visit,55-64,Female,100K and Up,1,car,960
Q1,Ontario,336,2,visit,45-54,Male,100K and Up,0,plane,402
Q3,Ontario,332,4,visit,65+,Male,100K and Up,0,car,200
Q3,Ontario,138,1,visit,65+,Female,Under 50K,0,car,40
Q3,Quebec,2950,6,visit,35-44,Female,100K and Up,0,plane,1790
Q2,Saskatchewan,803,1,visit,45-54,Male,100K and Up,0,car,40
Q1,Ontario,298,3,visit,45-54,Male,100K and Up,0,car,110
